""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"CD19"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"CD19"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"NIBAN3"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"FAM129C"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"SPIB"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"SPIB"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"BLNK"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"BLNK"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"CDCA7L"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"CDCA7L"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"TSPAN13"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"TSPAN13"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"KHDRBS2"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"KHDRBS2"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"NXPH4"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"NXPH4"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"RALGPS2"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"RALGPS2"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"CD22"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"CD22"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"FCRL2"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"FCRL2"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"ADD2"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"ADD2"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
""	"20200116-hipciof_gene_30873150"	"2020.01.16"	"hipciof_gene_48"	"peripheral blood mononuclear cell"	"TCL6"	"gene expression"	"up"	"females"	"0"	"days"	"2010"	"Fluarix"	"VO_0000045"	""	"females vs males"	"time of vaccination (first dose)"	"caucasion older adults (50-74)"	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"1"	"384"	"TCL6"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"
