""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV7-3"	"gene expression"	"up"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"1"	"312"	"TRBV7-3"	"hipciof_gene_27030598_312.txt"	"hipciof_gene_complete_27030598_312.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV7-4"	"gene expression"	"up"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"1"	"312"	"TRBV7-4"	"hipciof_gene_27030598_312.txt"	"hipciof_gene_complete_27030598_312.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV12-4"	"gene expression"	"up"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"1"	"312"	"TRBV12-4"	"hipciof_gene_27030598_312.txt"	"hipciof_gene_complete_27030598_312.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV5-8"	"gene expression"	"up"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"2"	"313"	"TRBV5-8"	"hipciof_gene_27030598_313.txt"	"hipciof_gene_complete_27030598_313.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV7-3"	"gene expression"	"up"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"2"	"313"	"TRBV7-3"	"hipciof_gene_27030598_313.txt"	"hipciof_gene_complete_27030598_313.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV7-4"	"gene expression"	"up"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"2"	"313"	"TRBV7-4"	"hipciof_gene_27030598_313.txt"	"hipciof_gene_complete_27030598_313.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV12-4"	"gene expression"	"up"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"2"	"313"	"TRBV12-4"	"hipciof_gene_27030598_313.txt"	"hipciof_gene_complete_27030598_313.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV10-3"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"3"	"314"	"TRBV10-3"	"hipciof_gene_27030598_314.txt"	"hipciof_gene_complete_27030598_314.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV14"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"3"	"314"	"TRBV14"	"hipciof_gene_27030598_314.txt"	"hipciof_gene_complete_27030598_314.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV15"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"3"	"314"	"TRBV15"	"hipciof_gene_27030598_314.txt"	"hipciof_gene_complete_27030598_314.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV19"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"3"	"314"	"TRBV19"	"hipciof_gene_27030598_314.txt"	"hipciof_gene_complete_27030598_314.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV20-1"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"3"	"314"	"TRBV20-1"	"hipciof_gene_27030598_314.txt"	"hipciof_gene_complete_27030598_314.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV4-3"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"3"	"314"	"TRBV4-3"	"hipciof_gene_27030598_314.txt"	"hipciof_gene_complete_27030598_314.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV5-3"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"3"	"314"	"TRBV5-3"	"hipciof_gene_27030598_314.txt"	"hipciof_gene_complete_27030598_314.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBJ2-1"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"3"	"314"	"TRBJ2-1"	"hipciof_gene_27030598_314.txt"	"hipciof_gene_complete_27030598_314.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV10-3"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBV10-3"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV14"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBV14"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV15"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBV15"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV19"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBV19"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV20-1"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBV20-1"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV4-3"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBV4-3"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBV5-3"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBV5-3"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBJ1-4"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBJ1-4"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBJ1-5"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBJ1-5"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
""	"20161219-hipciof_gene_27030598"	"2016.12.19"	"hipciof_gene_40"	"CD4-positive, alpha-beta T cell"	"TRBJ2-1"	"gene expression"	"down"	"none"	"7 to 9"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"CD4-positive T cell vs naive CD4-positive T cell"	"time of vaccination (first dose)"	"seniors (52-75)"	"27030598"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598"	"adults, seniors"	"52"	"75"	"years"	"4"	"315"	"TRBJ2-1"	"hipciof_gene_27030598_315.txt"	"hipciof_gene_complete_27030598_315.txt"
