""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"DZANK1"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"DZANK1"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"ZNF256"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"ZNF256"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"METTL24"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"METTL24"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"VSIG1"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"VSIG1"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"AXIN1"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"AXIN1"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"PHF14"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"PHF14"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"ZAP70"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"ZAP70"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"ZNF623"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"ZNF623"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"SPOCK1"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"SPOCK1"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"EIF3F"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"EIF3F"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"SGSM2"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"SGSM2"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"CSGALNACT1"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"CSGALNACT1"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"GSTM2"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"GSTM2"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"JUN"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"JUN"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"NOG"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"NOG"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"FGFBP2"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"FGFBP2"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"TCF19"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"TCF19"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"DGKE"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"DGKE"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"SNORD91B"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"SNORD91B"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"DMKN"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"DMKN"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"HDAC2"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"HDAC2"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"TYW5"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"TYW5"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"FAM110C"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"FAM110C"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"TBC1D32"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"TBC1D32"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"PRKACB"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"PRKACB"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"SMURF2"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"SMURF2"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"DPH6"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"DPH6"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"RBFADN"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"RBFADN"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"CEP95"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"CEP95"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"ZNF507"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"ZNF507"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"PEG10"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"PEG10"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"KIAA1147"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"KIAA1147"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"IGHV1OR15-1"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"IGHV1OR15-1"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"SYNE1"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"SYNE1"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"REPS1"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"REPS1"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"TRMT61B"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"TRMT61B"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"FBXL17"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"FBXL17"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"PPIAL4A"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"PPIAL4A"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"CEP250"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"CEP250"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"IFFO2"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"IFFO2"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"RIC3"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"RIC3"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"ZFP28"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"ZFP28"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"RFXAP"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"RFXAP"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"SUGP2"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"SUGP2"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"NADK2"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"NADK2"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
""	"20170710-hipciof_gene_28498840"	"2017.07.10"	"hipciof_gene_43"	"blood"	"DPY19L3"	"gene expression"	"down"	"none"	"24"	"hours"	"Leishmania donovani"	""	"ChAd63-KH"	"VO_0003961"	""	"24hr-0hr"	"time of vaccination (first dose)"	"adullts (18-50)"	"28498840"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443534/"	"1"	"360"	"DPY19L3"	"hipciof_gene_28498840_360.txt"	"hipciof_gene_complete_28498840_360.txt"
