""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1H"	"gene expression"	"up"	"none"	"0"	"Days"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"1"	"177"	"MT1H"	"hipciof_gene_23759749_177.txt"	"hipciof_gene_complete_23759749_177.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1M"	"gene expression"	"up"	"none"	"0"	"Days"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"1"	"177"	"MT1M"	"hipciof_gene_23759749_177.txt"	"hipciof_gene_complete_23759749_177.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1X"	"gene expression"	"up"	"none"	"0"	"Days"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"1"	"177"	"MT1X"	"hipciof_gene_23759749_177.txt"	"hipciof_gene_complete_23759749_177.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT2A"	"gene expression"	"up"	"none"	"0"	"Days"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"1"	"177"	"MT2A"	"hipciof_gene_23759749_177.txt"	"hipciof_gene_complete_23759749_177.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1IP"	"gene expression"	"up"	"none"	"0"	"Days"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"1"	"177"	"MTE"	"hipciof_gene_23759749_177.txt"	"hipciof_gene_complete_23759749_177.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1A"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MT1A"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1E"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MT1E"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1F"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MT1F"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1G"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MT1G"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1H"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MT1H"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1M"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MT1M"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1X"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MT1X"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT2A"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MT2A"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"MT1IP"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"2"	"178"	"MTE"	"hipciof_gene_23759749_178.txt"	"hipciof_gene_complete_23759749_178.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"179"	"IFNG"	"hipciof_gene_23759749_179.txt"	"hipciof_gene_complete_23759749_179.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"CXCL9"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"179"	"CXCL9"	"hipciof_gene_23759749_179.txt"	"hipciof_gene_complete_23759749_179.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IL2RA"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"179"	"IL2RA"	"hipciof_gene_23759749_179.txt"	"hipciof_gene_complete_23759749_179.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"TNFAIP6"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"179"	"TNFAIP6"	"hipciof_gene_23759749_179.txt"	"hipciof_gene_complete_23759749_179.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"CCL3L1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"179"	"CCL3L1"	"hipciof_gene_23759749_179.txt"	"hipciof_gene_complete_23759749_179.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"3"	"179"	"IL-6"	"hipciof_gene_23759749_179.txt"	"hipciof_gene_complete_23759749_179.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"4"	"180"	"IFNG"	"hipciof_gene_23759749_180.txt"	"hipciof_gene_complete_23759749_180.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"4"	"180"	"STAT1"	"hipciof_gene_23759749_180.txt"	"hipciof_gene_complete_23759749_180.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"SOCS1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"4"	"180"	"SOCS1"	"hipciof_gene_23759749_180.txt"	"hipciof_gene_complete_23759749_180.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IFI35"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"4"	"180"	"IFI35"	"hipciof_gene_23759749_180.txt"	"hipciof_gene_complete_23759749_180.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"TAP1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"4"	"180"	"TAP1"	"hipciof_gene_23759749_180.txt"	"hipciof_gene_complete_23759749_180.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IFNGR1"	"gene expression"	"down"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"5"	"181"	"IFNGR1"	"hipciof_gene_23759749_181.txt"	"hipciof_gene_complete_23759749_181.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"6"	"182"	"IFNG"	"hipciof_gene_23759749_182.txt"	"hipciof_gene_complete_23759749_182.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IL15RA"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"IL15RA"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"TLR10"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"TLR10"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"TFPI2"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"TFPI2"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"UBD"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"UBD"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"CCL3L1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"CCL3L1"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"TNFRSF18"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"TNFRSF18"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"PSMB9"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"PSMB9"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"TAP2"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"TAP2"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"CXCL6"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"CXCL6"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"CXCL9"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"CXCL9"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"TAP1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"TAP1"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
""	"20131031-hipciof_gene_23759749"	"2013.10.31"	"hipciof_gene_27"	"peripheral blood mononuclear cell"	"IL36G"	"gene expression"	"up"	"none"	"14"	"Weeks"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (37-48)"	"23759749"	"2013"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"183"	"IL36G"	"hipciof_gene_23759749_183.txt"	"hipciof_gene_complete_23759749_183.txt"
