""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"NKX1-1"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"1"	"480"	"NKX1-1"	"hipciof_gene_28853442_480.txt"	"hipciof_gene_complete_28853442_480.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"LINC00260"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"1"	"480"	"LINC00260"	"hipciof_gene_28853442_480.txt"	"hipciof_gene_complete_28853442_480.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"EEF1A1P9"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"1"	"480"	"EEF1AL7"	"hipciof_gene_28853442_480.txt"	"hipciof_gene_complete_28853442_480.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"MATK"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"MATK"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"NDP"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"NDP"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"SIX5"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"SIX5"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"SMPD1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"SMPD1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"RHBDF1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"RHBDF1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"TOP3A"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"TOP3A"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"DHCR24"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"DHCR24"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"FHL3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"FHL3"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"HUS1B"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"HUS1B"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"ZNF264"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"ZNF264"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"GNG11"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"GNG11"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"CES1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"CES1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"MED24"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"MED24"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"TNFRSF8"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"TNFRSF8"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"RSPH3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"RSPH3"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"GMEB1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"GMEB1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"EEF1A2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"EEF1A2"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"CLIP2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"CLIP2"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"SAMD1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"SAMD1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"MITF"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"MITF"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"RASA2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"RASA2"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"PTGFRN"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"PTGFRN"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"PPP1R16A"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"PPP1R16A"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"ATP6V0A1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"ATP6V0A1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"TBC1D24"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"TBC1D24"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"OPA3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"OPA3"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"TGFBRAP1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"TGFBRAP1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"TBC1D22A"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"TBC1D22A"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"PDGFB"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"PDGFB"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"TJP2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"TJP2"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"ACTN1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"ACTN1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"ZNF768"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"ZNF768"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"INSIG1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"INSIG1"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"NOC4L"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"NOC4L"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"PTGES2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"PTGES2"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
""	"20181211-hipciof_gene_28853442"	"2018.12.11"	"hipciof_gene_62"	"CD4-positive, alpha-beta memory T cell"	"SLC2A6"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"481"	"SLC2A6"	"hipciof_gene_28853442_481.txt"	"hipciof_gene_complete_28853442_481.txt"
