""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"BBC3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"BBC3"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"ZSCAN12"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB007886"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"UBE2N"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"D83004"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"PSMD3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"D67025"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"UPK1A"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AF085807"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"S1PR1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"M31210"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"MAGI1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB010894"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"PFN1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"J03191"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"PIGL"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB017165"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"SRSF8"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AF031166"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"PLK4"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"Y13115"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"EPM2AIP1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB018309"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"GIGYF2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB014542"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"NPY6R"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"D86519"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"RNASE1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"S79281"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"MATN3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AJ224741"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"ZNF710-AS1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"ZNF710-AS1"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"DARS"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"J05032"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"ABCG1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"X91249"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"TST"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"D87292"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"SPRR2A"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"SPRR2A"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"PROCR"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"L35545"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"ITGB1BP1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AF012024"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"COL8A1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"X57527"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"SPIN2A"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"Y09858"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"UBE2V2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AF049140"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"UNC119"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"U40998"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"SLC11A2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB004857"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"BCAS2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB020623"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"EEA1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"L40157"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"MAGEC1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AF056334"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"SMARCD2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"U66618"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"SLC19A1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"U17566"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"F2R"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"M62424"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"GATA3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"X58072"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"PLS3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"M22299"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"ASCL1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"L08424"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"CKMT2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"J05401"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"CIITA"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"U18259"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"YES1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"M15990"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"KLK11"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB012917"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"ASPA"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"S67156"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
""	"20090611-hipciof_gene_16571413"	"2009.06.11"	"hipciof_gene_58"	"peripheral blood mononuclear cell"	"SOGA1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"Measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"1"	"445"	"AB020696"	"hipciof_gene_16571413_445.txt"	"hipciof_gene_complete_16571413_445.txt"
