""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"IL12RB2"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"IL12RB2"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"IL12RB2"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"IL12RB2"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"SPIRE1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"SPIRE1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"SPIRE1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"SPIRE1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"CACNA2D2"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"CACNA2D2"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"CACNA2D2"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"CACNA2D2"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"GZMH"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"GZMH"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"GZMH"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"GZMH"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"RNF165"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"RNF165"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"RNF165"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"RNF165"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"PRSS23"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"PRSS23"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"PRSS23"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"PRSS23"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"PDGFD"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"PDGFD"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"PDGFD"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"PDGFD"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"RASGEF1A"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"RASGEF1A"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"RASGEF1A"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"RASGEF1A"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"COLQ"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"COLQ"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"COLQ"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"COLQ"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"IL2RB"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"IL2RB"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"IL2RB"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"IL2RB"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"KLRB1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"KLRB1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"KLRB1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"KLRB1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"GNLY"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"GNLY"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"GNLY"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"GNLY"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"CCL5"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"CCL5"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"CCL5"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"CCL5"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"PRF1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"PRF1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"PRF1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"PRF1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"TGFBR3"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"TGFBR3"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"TGFBR3"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"TGFBR3"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"PHLDB2"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"PHLDB2"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"PHLDB2"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"PHLDB2"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"IGFBP3"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"IGFBP3"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"IGFBP3"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"IGFBP3"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"FCRL6"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"FCRL6"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"FCRL6"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"FCRL6"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"KLRF1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"KLRF1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"KLRF1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"KLRF1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"AGAP1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"AGAP1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"AGAP1"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"AGAP1"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"CD247"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"CD247"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"CD247"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"CD247"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"SLC4A4"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0000103"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"SLC4A4"
""	"20191009-hipciof_gene_27322481"	"2019.10.09"	"hipciof_gene_26"	"peripheral blood mononuclear cell"	"SLC4A4"	"gene expression"	"Negative"	"none"	"14"	"Days"	"Mycobacterium bovis BCG"	""	"Tice BCG; rBCG-Ag85A/Ag85B"	"VO_0004757"	""	"Correlated with Whole blood Bactericidal Activity (WBA)"	"time of vaccination (first dose)"	"adults (18-40)"	"27322481"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481"	"7"	"173"	"SLC4A4"
