""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"TRIM69"	"gene expression"	"up"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"454"	"TRIM69"	"hipciof_gene_28099485_454.txt"	"hipciof_gene_complete_28099485_454.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"GBP5"	"gene expression"	"up"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"454"	"GBP5"	"hipciof_gene_28099485_454.txt"	"hipciof_gene_complete_28099485_454.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"PARP9"	"gene expression"	"up"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"454"	"PARP9"	"hipciof_gene_28099485_454.txt"	"hipciof_gene_complete_28099485_454.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"FBXO6"	"gene expression"	"up"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"454"	"FBXO6"	"hipciof_gene_28099485_454.txt"	"hipciof_gene_complete_28099485_454.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"INPP1"	"gene expression"	"up"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"454"	"INPP1"	"hipciof_gene_28099485_454.txt"	"hipciof_gene_complete_28099485_454.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"B cell"	"EPSTI1"	"gene expression"	"up"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"1"	"454"	"EPSTI1"	"hipciof_gene_28099485_454.txt"	"hipciof_gene_complete_28099485_454.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ZNF704"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"ZNF704"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ANGPT1"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"ANGPT1"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"SLC28A3"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"SLC28A3"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"NOTCH3"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"NOTCH3"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"FIBCD1"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"FIBCD1"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"FOXO6"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"FOXO6"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"MN1"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"MN1"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"IGFBP6"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"IGFBP6"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"GPRC5B"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"GPRC5B"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"BMERB1"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"C16orf45"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"RANBP17"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"RANBP17"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"MAP2K6"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"MAP2K6"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ADGRD1"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"GPR133"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"TBATA"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"C10orf27"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"FCRL5"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"FCRL5"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"MIR4771-1"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"MIR4771-1"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"OLIG1"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"OLIG1"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"RASL10A"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"RASL10A"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"ACY3"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"ACY3"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"IL1R2"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"IL1R2"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"SOX12"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"SOX12"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"SLC5A10"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"SLC5A10"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"TNNT3"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"TNNT3"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"MYO10"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"MYO10"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"RPH3A"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"RPH3A"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"CES3"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"CES3"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
""	"20170814-hipciof_gene_28099485"	"2017.08.14"	"hipciof_gene_60"	"dendritic cell"	"LKAAEAR1"	"gene expression"	"down"	"none"	"1"	"days"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-49)"	"28099485"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"2"	"455"	"C20orf201"	"hipciof_gene_28099485_455.txt"	"hipciof_gene_complete_28099485_455.txt"
