""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"BCL6"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"BCL6"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"C2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"HMCES"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"C3orf37"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"CD63"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"CD63"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"CEACAM1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"CEACAM1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"CEBPB"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"CEBPB"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"CLSTN3"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"CLSTN3"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"CXCL10"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"CXCL10"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"DNM1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"DNM1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"DSC2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"DSC2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"DYSF"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"DYSF"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"FCGR1A"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"FCGR1A"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"FCGR2B"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"FCGR2B"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"FCGR3A"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"FCGR3A"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"FGL2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"FGL2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"FPR1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"FPR1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"GAB2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"GAB2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"GBP2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"GBP2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"GCH1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"GCH1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"HBB"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"HBB"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"HBD"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"HBD"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"HERC5"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"HERC5"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"HLX"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"HLX1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"ICAM1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"ICAM1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"IER3"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"IER3"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"IFI44"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"IFI44"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"IFI44L"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"IFI44L"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"IFIT1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"IFIT1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"IFIT3"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"IFIT3"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"IGF2R"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"IGF2R"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"IL15"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"IL15"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"CXCR1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"CXCR1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"IRF1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"IRF1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"KCNJ15"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"KCNJ15"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"ATG2A"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"KIAA0404"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"LAP3"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"LAP3"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"LIMK2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"LIMK2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"MCL1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"MCL1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"MX1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"MX1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"MXD1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"MXD1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"NFIL3"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"NFIL3"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"OR2V2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"OR2V2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"NAMPT"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"PBEF1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"PFKFB3"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"PFKFB3"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"PTPRJ"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"PTPRJ"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"RSAD2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"RSAD2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"SERPING1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"SERPING1"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"SLC12A7"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"SLC12A7"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"SLC35A2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"SLC35A2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"SOCS3"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"SOCS3"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"SOD2"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"SOD2"
""	"20191009-hipciof_gene_17651872"	"2019.10.09"	"hipciof_gene_18"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"none"	"2 to 4"	"Days"	"Vaccinia virus"	""	"APSV Wetvax"	"VO_0004808"	""	"(2-4)d-0d"	"time of vaccination (first dose)"	"adults (18-32)"	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"1"	"113"	"STAT1"
