""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ACSL1"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ACSL1"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ACSL3"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ACSL3"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ACSL4"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ACSL4"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ACSS2"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ACSS2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ACTA2"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ACTA2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADAM17"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADAM17"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADAM9"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADAM9"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADAMTSL4"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADAMTSL4"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADAP2"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADAP2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADAR"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADAR"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADM"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADM"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADPGK"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADPGK"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADPRH"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADPRH"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ADPRHL2"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADPRHL2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"GRK3"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ADRBK2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"AGPAT3"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"AGPAT3"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"LPCAT1"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"AGPAT9"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"AGRN"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"AGRN"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"AGTRAP"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"AGTRAP"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"AIM2"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"AIM2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"AKIRIN2"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"AKIRIN2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"AKR1A1"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"AKR1A1"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ALAS1"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ALAS1"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ALOX5"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ALOX5"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ALPK1"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ALPK1"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ANKFY1"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ANKFY1"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ANKRD22"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ANKRD22"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ANXA2"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ANXA2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ANXA4"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ANXA4"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"ANXA5"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"ANXA5"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"AOAH"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"AOAH"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"APOBR"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"APOBR"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"APOL1"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"APOL1"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"APOL2"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"APOL2"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"APOL3"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"APOL3"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"APOL4"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"APOL4"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
""	"20130228-hipciof_gene_23151505"	"2013.02.28"	"hipciof_gene_7"	"peripheral blood mononuclear cell"	"APOL6"	"gene expression"	"up"	"none"	"1"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"1"	"58"	"APOL6"	"hipciof_gene_23151505_58.txt"	"hipciof_gene_complete_23151505_58.txt"
