""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"KLRC1"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"KLRC1"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"GPR15"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"GPR15"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"RTKN2"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"RTKN2"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"TRIM23"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"TRIM23"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"SLAMF6"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"SLAMF6"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"FCRL1"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"FCRL1"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"TNFRSF17"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"TNFRSF17"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"TRIM35"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"TRIM35"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"OAS2"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"OAS2"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"SAMHD1"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"SAMHD1"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"TPD52"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"TPD52"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"CD160"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"CD160"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"SMPD1"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"1"	"390"	"ASM"	"hipciof_gene_30566602_390.txt"	"hipciof_gene_complete_30566602_390.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"FBXO6"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"FBXO6"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"MNDA"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"MNDA"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"ADAM9"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"ADAM9"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"GCA"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"GCA"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"TDRD6"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"TDRD6"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"PLA2G7"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"PLA2G7"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"ZNF702P"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"ZNF702P"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"TFEC"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"TFEC"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"APOL2"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"APOL2"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"DDO"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"DDO"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"MPEG1"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"MPEG1"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"C2"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"ANKRD34B"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"ANKRD34B"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"FCGR1B"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"FCGR1B"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"SLC22A16"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"SLC22A16"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"FCAR"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"FCAR"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
""	"20200316-hipciof_gene_30566602"	"2020.03.16"	"hipciof_gene_50"	"peripheral blood mononuclear cell"	"DMXL2"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"2"	"391"	"DMXL2"	"hipciof_gene_30566602_391.txt"	"hipciof_gene_complete_30566602_391.txt"
