"observation_tier"	"template_name"	"observation_summary"	"story_title"	"submission_name"	"submission_description"	"project"	"submission_story"	"submission_story_rank"	"submission_center"	"principal_investigator"
1	"hipciof_gene_11"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20140207-hipciof_gene_23844129"	"Matsumiya et al. (2014) Roles for Treg expansion and HMGB1 signaling through the TLR1-2-6 axis in determining the magnitude of the antigen-specific immune response to MVA85A. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129' target='_blank'>23844129</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_12"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170807-hipciof_gene_28137280"	"O'Connor et al. (2017) High-dimensional assessment of B-cell responses to quadrivalent meningococcal conjugate and plain polysaccharide vaccine. Genome Med PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28137280' target='_blank'>28137280</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_13"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170519-hipciof_gene_27764254"	"Qi et al. (2017) Defective T Memory Cell Differentiation after Varicella Zoster Vaccination in Older Individuals. PLoS Pathog. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27764254' target='_blank'>27764254</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_14"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170830-hipciof_gene_27974398"	"Loxton et al. (2017) Safety and Immunogenicity of the Recombinant Mycobacterium bovis BCG Vaccine VPM1002 in HIV-Unexposed Newborn Infants in South Africa. Clin. Vaccine Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27974398' target='_blank'>27974398</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_15"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20160721-hipciof_gene_27441275"	"Ovsyannikova et al. (2016) Gene signatures related to HAI response following influenza A/H1N1 vaccine in older individuals. Heliyon PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27441275' target='_blank'>27441275</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_16"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20171023-hipciof_gene_27870591"	"Erwin-Cohen et al. (2017) Human transcriptome response to immunization with live-attenuated Venezuelan equine encephalitis virus vaccine (TC-83): Analysis of whole blood. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591' target='_blank'>27870591</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_17"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20130515-hipciof_gene_22617845"	"Erwin-Cohen et al. (2013) Host responses to live-attenuated Venezuelan equine encephalitis virus (TC-83): comparison of naïve, vaccine responder and nonresponder to TC-83 challenge in human peripheral blood mononuclear cells. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845' target='_blank'>22617845</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_18"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20071012-hipciof_gene_17651872"	"Scherer et al. (2007) Distinct gene expression profiles in peripheral blood mononuclear cells from patients infected with vaccinia virus, yellow fever 17D virus, or upper respiratory infections. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872' target='_blank'>17651872</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_19"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20070709-hipciof_gene_17349694"	"Fuller et al. (2007) Transcriptome analysis of human immune responses following live vaccine strain (LVS) Francisella tularensis vaccination. Mol. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694' target='_blank'>17349694</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_20"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20091214-hipciof_gene_19239680"	"Fletcher et al. (2009) Transcriptional profiling of mycobacterial antigen-induced responses in infants vaccinated with BCG at birth. BMC Med Genomics PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680' target='_blank'>19239680</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_21"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20130102-hipciof_gene_22949304"	"Haralambieva et al. (2013) High-dimensional gene expression profiling studies in high and low responders to primary smallpox vaccination. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304' target='_blank'>22949304</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_22"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20140218-hipciof_gene_23658707"	"Haralambieva et al. (2014) Genome-wide characterization of transcriptional patterns in high and low antibody responders to rubella vaccination. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707' target='_blank'>23658707</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_23"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20140219-hipciof_gene_23594957"	"Kennedy et al. (2014) Transcriptomic profiles of high and low antibody responders to smallpox vaccine. Genes Immun. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957' target='_blank'>23594957</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_24"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20090330-hipciof_gene_19155521"	"García-Piñeres et al. (2009) Gene expression patterns induced by HPV-16 L1 virus-like particles in leukocytes from vaccine recipients. J. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521' target='_blank'>19155521</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_25"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20111108-hipciof_gene_21645573"	"van den Biggelaar et al. (2011) Pneumococcal conjugate vaccination at birth in a high-risk setting: no evidence for neonatal T-cell tolerance. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573' target='_blank'>21645573</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_26"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170306-hipciof_gene_27322481"	"Hoft et al. (2017) Safety and Immunogenicity of the Recombinant BCG Vaccine AERAS-422 in Healthy BCG-naïve Adults: A Randomized, Active-controlled, First-in-human Phase 1 Trial. EBioMedicine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27322481' target='_blank'>27322481</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_27"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20131031-hipciof_gene_23759749"	"Richert et al. (2013) Cytokine and gene transcription profiles of immune responses elicited by HIV lipopeptide vaccine in HIV-negative volunteers. AIDS PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>23759749</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_28"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20150623-hipciof_gene_24912498"	"Matsumiya et al. (2015) Inflammatory and myeloid-associated gene expression before and one day after infant vaccination with MVA85A correlates with induction of a T cell response. BMC Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498' target='_blank'>24912498</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_29"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20170731-hipciof_gene_27529750"	"Haralambieva et al. (2017) Whole Transcriptome Profiling Identifies CD93 and Other Plasma Cell Survival Factor Genes Associated with Measles-Specific Antibody Response after Vaccination. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750' target='_blank'>27529750</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_30"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20160707-hipciof_gene_26742691"	"Fourati et al. (2016) Pre-vaccination inflammation and B-cell signalling predict age-related hyporesponse to hepatitis B vaccination. Nat Commun PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691' target='_blank'>26742691</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_31"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20171107-hipciof_gene_27317456"	"Haralambieva et al. (2017) Transcriptional signatures of influenza A/H1N1-specific IgG memory-like B cell response in older individuals. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456' target='_blank'>27317456</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_32"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20150430-hipciof_gene_25535378"	"Wang et al. (2015) B-cell repertoire responses to varicella-zoster vaccination in human identical twins. Proc. Natl. Acad. Sci. U.S.A. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=25535378' target='_blank'>25535378</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_33"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20140717-hipciof_gene_24725414"	"Tsang et al. (2014) Global analyses of human immune variation reveal baseline predictors of postvaccination responses. Cell PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414' target='_blank'>24725414</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_34"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20111007-hipciof_gene_21743478"	"Nakaya et al. (2011) Systems biology of vaccination for seasonal influenza in humans. Nat. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478' target='_blank'>21743478</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_35"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20160411-hipciof_gene_23878721"	"Franco et al. (2016) Integrative genomic analysis of the human immune response to influenza vaccination. Elife PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23878721' target='_blank'>23878721</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_36"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20140822-hipciof_gene_24495909"	"Cao et al. (2014) Differences in antibody responses between trivalent inactivated influenza vaccine and live attenuated influenza vaccine correlate with the kinetics and magnitude of interferon signaling in children. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909' target='_blank'>24495909</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_37"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20150724-hipciof_gene_25596819"	"Thakar et al. (2015) Aging-dependent alterations in gene expression and a mitochondrial signature of responsiveness to human influenza vaccination. Aging (Albany NY) PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819' target='_blank'>25596819</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_38"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20151203-hipciof_gene_25706537"	"Hoek et al. (2015) A cell-based systems biology assessment of human blood to monitor immune responses after influenza vaccination. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537' target='_blank'>25706537</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_39"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20160506-hipciof_gene_26682988"	"Nakaya et al. (2016) Systems Analysis of Immunity to Influenza Vaccination across Multiple Years and in Diverse Populations Reveals Shared Molecular Signatures. Immunity PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988' target='_blank'>26682988</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_40"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20161219-hipciof_gene_27030598"	"Qi et al. (2016) Diversification of the antigen-specific T cell receptor repertoire after varicella zoster vaccination. Sci Transl Med PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598' target='_blank'>27030598</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipciof_gene_41"	"In <tissue_type>, <response_agent> <response_agent_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to (one or more vaccines incl.) <exposure_material> targeting pathogen <target_pathogen>"	""	"20130913-hipciof_gene_23591775"	"Furman et al. (2013) Apoptosis and other immune biomarkers predict influenza vaccine responsiveness. Mol. Syst. Biol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23591775' target='_blank'>23591775</a>"	"Gene expression response to vaccine exposure"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
