""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"CD79A"	"gene expression"	"up"	"responders (training set)"	"0"	"Days"	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor responders"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"2"	"204"	"CD79A"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"CD79B"	"gene expression"	"up"	"responders (training set)"	"0"	"Days"	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor responders"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"2"	"204"	"CD79B"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"CD19"	"gene expression"	"up"	"responders (training set)"	"0"	"Days"	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor responders"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"2"	"204"	"CD19"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"IGH"	"gene expression"	"up"	"responders (test set)"	"0"	"Days"	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor responders"	"time of vaccination (first dose)"	"seniors (65-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"3"	"205"	"IGH"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"CD79A"	"gene expression"	"up"	"responders (test set)"	"0"	"Days"	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor responders"	"time of vaccination (first dose)"	"seniors (65-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"3"	"205"	"CD79A"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"CD79B"	"gene expression"	"up"	"responders (test set)"	"0"	"Days"	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor responders"	"time of vaccination (first dose)"	"seniors (65-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"3"	"205"	"CD79B"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"CD19"	"gene expression"	"up"	"responders (test set)"	"0"	"Days"	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor responders"	"time of vaccination (first dose)"	"seniors (65-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"3"	"205"	"CD19"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"MYD88"	"gene expression"	"negative"	"training set"	"0"	"Days"	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Correlated with CD4 T cells"	"time of vaccination (first dose)"	"senior (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"4"	"206"	"MYD88"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"SPTBN1"	"gene expression"	"up"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"5"	"207"	"SPTBN1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"BANK1"	"gene expression"	"up"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"5"	"207"	"BANK1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"MS4A1"	"gene expression"	"up"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"5"	"207"	"CD20"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"TSPAN13"	"gene expression"	"up"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"5"	"207"	"TSPAN13"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"IGHG1"	"gene expression"	"up"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"5"	"207"	"IGHG1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AMMECR1"	"gene expression"	"up"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"5"	"207"	"AMMECR1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"EFHC2"	"gene expression"	"up"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"5"	"207"	"EFHC2"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"HP"	"gene expression"	"down"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"6"	"208"	"HP"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"HPR"	"gene expression"	"down"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"6"	"208"	"HPR"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"SYDE2"	"gene expression"	"down"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"6"	"208"	"SYDE2"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"KIF18B"	"gene expression"	"down"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"6"	"208"	"KIF18B"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"TOP3A"	"gene expression"	"down"	"responders (training set)"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"seniors (65-81)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"6"	"208"	"TOP3A"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ABCB11"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ABCB11"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ABCB4"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ABCB4"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ABLIM1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ABLIM1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ACSM1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ACSM1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ADAM21"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ADAM21"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ADAM22"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ADAM22"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ADAM28"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ADAM28"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ADAM30"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ADAM30"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ADD3"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ADD3"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AFF3"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"AFF3"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AGPAT5"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"AGPAT5"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AHR"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"AHR"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AIDA"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"AIDA"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ALDH1A3"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ALDH1A3"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ALDOB"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ALDOB"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AMMECR1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"AMMECR1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AMOTL1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"AMOTL1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ANAPC1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ANAPC1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ANAPC16"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ANAPC16"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ANGPTL1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ANGPTL1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ANK3"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ANK3"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ANKRD36"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ANKRD36"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ANKRD36B"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ANKRD36B"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ANP32E"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ANP32E"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AP4S1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"AP4S1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"API5"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"API5"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"APOO"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"APOO"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"AR"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"AR"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ARHGAP42"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ARHGAP42"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ARHGEF3"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ARHGEF3"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ARL6IP5"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ARL6IP5"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ARMC1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ARMC1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ASNS"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ASNS"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ATF1"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ATF1"
""	"20191106-hipciof_gene_26742691"	"2019.11.06"	"hipciof_gene_30"	"blood"	"ATM"	"gene expression"	"up"	"responders"	""	""	"Hepatitis B Virus"	""	"Twinrix"	"VO_0000113"	""	"Responders vs poor respondres"	"time of vaccination (first dose)"	"adults (25-83)"	"26742691"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691"	"7"	"209"	"ATM"
