""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"OAS3"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"OAS3"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNB1"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNB1"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IL6"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFIH1"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFIH1"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IRF7"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IRF7"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"DDX58"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"DDX58"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"TLR3"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"TLR3"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"EIF2AK2"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"EIF2AK2"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"TNF"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"TNF"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA5"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA5"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNG"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA8"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA8"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA4"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA4"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA10"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA10"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA16"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA16"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA1"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA1"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA14"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA14"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA17"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA17"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA7"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA7"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA2"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA2"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNA21"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNA21"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"STAT1"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IL15"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IL15"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"CCL3"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"CCL3"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"CCL7"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"CCL7"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"CXCL11"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"CXCL11"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFIT2"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFIT2"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"NEXN"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"NEXN"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"TNFSF10"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"TNFSF10"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"SAMD9L"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"SAMD9L"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"XAF1"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"XAF1"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"CD38"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"CD38"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"HSH2D"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"HSH2D"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"ENPP2"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"ENPP2"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"LAMP3"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"LAMP3"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"SLAMF7"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"SLAMF7"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"IFNE"	"gene expression"	"up"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"4"	"107"	"IFNE"	"hipciof_gene_22617845_107.txt"	"hipciof_gene_complete_22617845_107.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"FOS"	"gene expression"	"down"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"5"	"108"	"FOS"	"hipciof_gene_22617845_108.txt"	"hipciof_gene_complete_22617845_108.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"C5AR1"	"gene expression"	"down"	"none"	"1"	"Days"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"5"	"108"	"C5AR1"	"hipciof_gene_22617845_108.txt"	"hipciof_gene_complete_22617845_108.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"CCRL2"	"gene expression"	"up"	"responders"	"2 to 10"	"Months"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"6"	"109"	"CCRL2"	"hipciof_gene_22617845_109.txt"	"hipciof_gene_complete_22617845_109.txt"
""	"20130515-hipciof_gene_22617845"	"2013.05.15"	"hipciof_gene_17"	"peripheral blood mononuclear cell"	"TCN2"	"gene expression"	"up"	"responders"	"2 to 10"	"Months"	"Venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"6"	"109"	"TCN2"	"hipciof_gene_22617845_109.txt"	"hipciof_gene_complete_22617845_109.txt"
