""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"CAV1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"CAV1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"XBP1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"XBP1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"SHCBP1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"SHCBP1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"MYBL2"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"MYBL2"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"DCPS"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"DCPS"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"KDELR2"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"KDELR2"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"PDIA6"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"PDIA6"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"PTTG2"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"PTTG2"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"MOXD1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"MOXD1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"DNAJB11"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"DNAJB11"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"PHGDH"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"PHGDH"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"FKBP2"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"FKBP2"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"CLPTM1L"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"CLPTM1L"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"SLC35B1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"SLC35B1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"CRELD2"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"CRELD2"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"ST6GALNAC4"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"ST6GALNAC4"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"BIK"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"BIK"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"TMED10"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"TMED10"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"MAN1A1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"MAN1A1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"STT3A"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"STT3A"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"UBE2G1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"UBE2G1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"CHAC2"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"CHAC2"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"WFS1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"WFS1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"SEC61B"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"SEC61B"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"LMAN2"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"LMAN2"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"VCP"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"VCP"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"GPAA1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"GPAA1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"DDOST"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"DDOST"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"B9D1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"B9D1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"RPN1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"RPN1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"CHID1"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"CHID1"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"SSR4"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"SSR4"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
""	"hipc_gene_26726811_10"	"2016.02"	"hipc_gene_26726811_10"	"peripheral blood mononuclear cell"	"TMED3"	"gene expression"	"down"	"vaccine responders (R) vs nonresponders (NR)"	"7"	"Days"	"time of vaccination (first dose)"	"7d vs 0d"	"influenza A virus (A/California/7/2009(H1N1))"	""	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"490"	"TMED3"	"hipc_gene_sig_26726811_10.txt"	"hipc_gene_sig_complete_26726811_10.txt"
