""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"CXCL6"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"CXCL6"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"CXCL9"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"CXCL9"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"TAP1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"TAP1"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"IL36G"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"IL36G"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"CCL1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"CCL1"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"IFNB1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"IFNB1"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"SOCS1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"SOCS1"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"STAT1"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"EBI3"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"EBI3"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"UHMK1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"UHMK1"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"IL1A"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"IL1A"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"IFNG"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"GBP1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"GBP1"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"TNFRSF4"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"TNFRSF4"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"IL24"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"IL24"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"IDO1"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"IDO1"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"CD69"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"CD69"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"RIPK2"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"RIPK2"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
""	"hipc_gene_23759749_7"	"2013.06"	"hipc_gene_23759749_7"	"peripheral blood mononuclear cell"	"SOCS2"	"gene expression"	"up"	"none"	"14"	"Weeks"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"human immunodeficiency virus 1"	""	"HIV-LIPO-5"	"VO_0003148"	""	"adults (37-48)"	"23759749"	"2013"	"Suppl Fig 6"	"<a href = 'http://links.lww.com/QAD/A314' target='_blank'>A314</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749"	"adults"	"37"	"48"	"years"	"7"	"190"	"SOCS2"	"27"	"hipc_gene_sig_23759749_7.txt"	"hipc_gene_sig_complete_23759749_7.txt"
