""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"TFEC"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"TFEC"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"APOL2"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"APOL2"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"DDO"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"DDO"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"MPEG1"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"MPEG1"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"C2"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"ANKRD34B"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"ANKRD34B"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"FCGR1B"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"FCGR1B"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"SLC22A16"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"SLC22A16"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"FCAR"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"FCAR"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"DMXL2"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"DMXL2"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"MSR1"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"MSR1"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"CMPK2"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"CMPK2"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"FOS"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"FOS"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"RSAD2"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"RSAD2"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"DDX60"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"DDX60"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"PSME2P2"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"PSME2P2"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"SLC1A3"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"SLC1A3"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"LILRA1"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"LILRA1"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
""	"hipc_gene_30566602_2"	"2019.05"	"hipc_gene_30566602_2"	"peripheral blood mononuclear cell"	"CYP27A1"	"gene expression"	"up"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx' target='_blank'>jiy721_suppl_supplementary_table_1a.xlsx</a>"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"387"	"CYP27A1"	"377"	"hipc_gene_sig_30566602_2.txt"	"hipc_gene_sig_complete_30566602_2.txt"
