""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"H2AC17"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"H2AC17"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"IFNB1"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"IFNB1"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"EPHB3"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"EPHB3"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"H2AC8"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"H2AC8"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"HSPA6"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"HSPA6"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"H2BC8"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"H2BC8"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"RNF152"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"RNF152"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"CH25H"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"CH25H"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"H2AC20"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"H2AC20"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"WFIKKN1"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"WFIKKN1"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"LVRN"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"LVRN"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"H2BC15"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"H2BC15"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
""	"hipc_gene_23594957_2"	"2013.07"	"hipc_gene_23594957_2"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"1 to 48"	"Months"	"time of vaccination (first dose)"	"stimulated vs unstimulated"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"adults (18-40)"	"23594957"	"2013"	"Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3723701/table/T1/' target='_blank'>table/T1</a>"	"top differentially expressed genes, more avail in Suppl Materials"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957"	"adults"	"18"	"40"	"years"	"2"	"149"	"IFNG"	"22"	"hipc_gene_sig_23594957_2.txt"	"hipc_gene_sig_complete_23594957_2.txt"
