""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"CD36"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"CD36"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"LY96"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"LY96"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"LILRA6"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"LILRA6"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"ENTPD1"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"ENTPD1"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"NCF2"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"NCF2"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"CSF2RA"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"CSF2RA"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"IL13RA1"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"IL13RA1"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"SKAP2"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"SKAP2"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"IRAK3"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"IRAK3"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
""	"hipc_gene_17349694_3"	"2007.05"	"hipc_gene_17349694_3"	"peripheral blood mononuclear cell"	"CLEC4A"	"gene expression"	"up"	"none"	"18-48"	"hours"	"time of vaccination (first dose)"	"(18-48)h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/table/T5/' target='_blank'>table/T5</a>"	"Pattern 6, \"up early\""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"3"	"131"	"CLEC4A"	"19"	"hipc_gene_sig_17349694_3.txt"	"hipc_gene_sig_complete_17349694_3.txt"
