""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"LTF"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"LTF"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"CRISP3"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"CRISP3"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"MMP8"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"MMP8"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"TKTL1"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"TKTL1"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"TCN1"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"TCN1"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"FCGR1A"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"FCGR1A"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"FCGR1B"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"FCGR1B"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"IFNG"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"CCL4"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"CCL4"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"APOBEC3A_B"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"APOBEC3A_B"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"SERPING1"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"SERPING1"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
""	"hipc_gene_29580160_10"	"2018.07"	"hipc_gene_29580160_10"	"peripheral blood mononuclear cell"	"CXCL10"	"gene expression"	"up"	"none"	"35"	"days"	"time of vaccination (first dose)"	"non-responders vs responders"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"adults (<50)"	"29580160"	"2018"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"10"	"428"	"CXCL10"	"hipc_gene_sig_29580160_10.txt"	"hipc_gene_sig_complete_29580160_10.txt"
