""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"IFT74"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"IFT74"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"LYRM7"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"LYRM7"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"MCM6"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"MCM6"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"NRBF2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"NRBF2"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"NUP43"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"NUP43"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"ECI2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"ECI2"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"PRKAA1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"PRKAA1"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"RPS6KA5"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"RPS6KA5"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"PPP6R2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"SAPS2"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"SAR1A"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"SAR1A"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"SAR1B"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"SAR1B"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"MSMO1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"SC4MOL"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"SOCS2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"SOCS2"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"SP4"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"SP4"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"SYTL2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"SYTL2"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"THNSL1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"THNSL1"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"TMCO1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"TMCO1"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"NTRK1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"NTRK1"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"ZNF260"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"ZNF260"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"CCDC167"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"C6orf129"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"SDHAF3"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"SDHAF3"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"CCDC34"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"CCDC34"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"CCNB1IP1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"CCNB1IP1"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"DYNLL1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"DNCL1"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"DPY30"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"DPY30"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"ERGIC2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"ERGIC2"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"LEPROTL1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"LEPROTL1"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"MTF2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"MTF2"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
""	"hipc_gene_25596819_10"	"2015.01"	"hipc_gene_25596819_10"	"peripheral blood mononuclear cell"	"NOSIP"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"2"	"Days"	"time of vaccination (first dose)"	"2d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"seniors (70+)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"seniors"	"70"	""	"years"	"10"	"279"	"NOSIP"	"111"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_10.txt"	"hipc_gene_sig_complete_25596819_10.txt"
