""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"IL9RP3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"IL9RP3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"POLR3K"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"POLR3K"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SNRNP25"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SNRNP25"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"EHMT2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"EHMT2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ABHD12"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ABHD12"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"HIVEP3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"HIVEP3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"TEF"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"TEF"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SPP1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SPP1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"MAST4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"MAST4"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"FDXR"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"FDXR"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"MAT2A"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"MAT2A"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ATG4C"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ATG4C"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"IGSF23"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"IGSF23"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SEMA6C"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SEMA6C"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"EPN2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"EPN2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PDK4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PDK4"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PLCB1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PLCB1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ADAM15"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ADAM15"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"DCST1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"DCST1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PUS7"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PUS7"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SPINT1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SPINT1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"CRTC3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"CRTC3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ARHGEF4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ARHGEF4"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"LPCAT4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"LPCAT4"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PNKD"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PNKD"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"FLYWCH1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"FLYWCH1"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ALDOC"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ALDOC"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"SYTL3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"SYTL3"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"THRA"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"THRA"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"ICMT"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"ICMT"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"PAQR4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"PAQR4"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"RNF125"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"RNF125"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"OSBPL5"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"OSBPL5"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
""	"hipc_gene_28099485_8"	"2017.01"	"hipc_gene_28099485_8"	"neutrophil"	"XYLT2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"1d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	""	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"8"	"456"	"XYLT2"	"hipc_gene_sig_28099485_8.txt"	"hipc_gene_sig_complete_28099485_8.txt"
