""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"C5AR1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"C5AR1"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"C1QA"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"C1QA"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"CFH"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"A2M"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"C1QC"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"C1QC"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"GPX1"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"GPX1"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"CARD9"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"CARD9"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"ARRB2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"ARRB2"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"APOBR"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"APOBR"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"CCL20"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"CCL20"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"PTX3"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"PTX3"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"IL1A"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IL1A"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"IL1B"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IL1B"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"CXCL8"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IL8"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"TNF"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"TNF"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"LHCGR"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"LHCGR"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"IFNA7"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IFNA7"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"IFNA16"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IFNA16"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"MMP12"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"MMP12"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"LAMC2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"LAMC2"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"ST14"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"ST14"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"IMPG2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IMPG2"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"SFN"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"SFN"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"IFNA2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"IFNA2"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
""	"hipc_gene_24336226_7"	"2014.02"	"hipc_gene_24336226_7"	"peripheral blood mononuclear cell"	"AMER2"	"gene expression"	"up"	"none"	"3"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	"VO_0010727"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"7"	"21"	"AMER2"	"29"	"hipc_gene_sig_24336226_7.txt"	"hipc_gene_sig_complete_24336226_7.txt"
