""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"CD74"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"CD74"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"EIF4A1"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"EIF4A1"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"CEBPB"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"CEBPB"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"CREG1"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"CREG1"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"FPR2"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"FPRL1"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"FCGR3A"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"FCGR3A"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"HSBP1"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"HSBP1"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"HERC5"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"HERC5"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"GLRX"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"GLRX"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFI27"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFI27"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFI30"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFI30"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFI44"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFI44"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFI44L"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFI44L"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFI6"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFI6"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFIT1"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFIT1"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFIT2"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFIT2"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFIT3"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFIT3"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFIT5"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFIT5"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFITM1"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFITM1"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFITM2"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFITM2"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IFITM3"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IFITM3"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"ISG15"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"ISG15"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IL1RN"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"IL1RN"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"IRF9"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"ISGF3G"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"LAP3"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"LAP3"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"LMO2"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"LMO2"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"LGALS3BP"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"LGALS3BP"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"MX1"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"MX1"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"MX2"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"MX2"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"LY6E"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"LY6E"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"MARCKS"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"MARCKS"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"MT1M"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"MT1M"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
""	"hipc_gene_17651872_10"	"2007.08"	"hipc_gene_17651872_10"	"peripheral blood mononuclear cell"	"OAS1"	"gene expression"	"up"	"none"	"any"	"Days"	"time of vaccination (first dose)"	"post-vaccination vs pre-vaccination"	"yellow fever virus 17D"	""	"YF-Vax"	"VO_0000121"	""	"adults (18-40)"	"17651872"	"2007"	"Table 2"	"Significantly Modulated Genes Common to Vaccinia and Yellow Fever Vaccination"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"adults"	"18"	"40"	"years"	"10"	"122"	"OAS1"	"55"	"hipc_gene_sig_17651872_10.txt"	"hipc_gene_sig_complete_17651872_10.txt"
