""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"COL5A3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"COL5A3"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"SYT17"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"SYT17"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"NOG"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"NOG"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"STYK1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"STYK1"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"ADAMTS7"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"ADAMTS7"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"TPBG"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"TPBG"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"ZNF890P"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"ZNF890P"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"MIR635"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"MIR635"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"DPEP3"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"DPEP3"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"LMO7-AS1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"LMO7-AS1"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"MMP15"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"MMP15"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"HEATR9"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"C17orf66"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"ATG9B"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"ATG9B"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"TRBJ2-4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"TRBJ2-4"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"TNNC1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"TNNC1"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"OCM"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"OCM"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"COL5A1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"COL5A1"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"ATP13A4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"ATP13A4"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"NDRG4"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"NDRG4"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"TRIM74"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"TRIM74"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"SHANK1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"SHANK1"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"LINC00612"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"C12orf33"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"SPRY1"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"SPRY1"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"C11orf45"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"C11orf45"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"C2orf27A"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"C2orf27A"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"GSDMA"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"GSDMA"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"IL23R"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"IL23R"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"FXYD2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"FXYD2"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"SPRY2"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"SPRY2"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
""	"hipc_gene_30566602_1"	"2019.05"	"hipc_gene_30566602_1"	"peripheral blood mononuclear cell"	"CHD5"	"gene expression"	"down"	"none"	"1"	"day"	"time of vaccination (first dose)"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (19-39)"	"30566602"	"2019"	"Suppl Table 1"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"386"	"CHD5"	"35"	"hipc_gene_sig_30566602_1.txt"	"hipc_gene_sig_complete_30566602_1.txt"
