""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CD58"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CD58"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CD68"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CD68"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CD74"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CD74"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CD80"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CD80"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CD83"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CD83"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CDC42"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CDC42"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CD209"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CD209"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"DCSTAMP"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"DCSTAMP"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"FAS"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"FAS"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"FCER1A"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"FCER1A"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"FCER1G"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"FCER1G"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"FCGR2A"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"FCGR2A"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"FCGR2B"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"FCGR2B"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"ICAM1"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"ICAM1"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"ICOS"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"ICOS"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"LAMP3"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"LAMP3"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CCL20"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CCL20"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CCL19"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CCL19"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CCL18"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CCL18"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"SOD2"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"SOD2"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"TAP2"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"TAP2"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"CCL17"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"CCL17"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"HSP90B1"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"HSP90B1"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"IRAK1"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"IRAK1"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"PYCARD"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"PYCARD"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
""	"hipc_gene_17349694_10"	"2007.05"	"hipc_gene_17349694_10"	"peripheral blood mononuclear cell"	"TICAM1"	"gene expression"	"down"	"none"	"192"	"Hours"	"time of vaccination (first dose)"	"192h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1986836/figure/F6/' target='_blank'>figure/F6</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"10"	"138"	"TICAM1"	"33"	"hipc_gene_sig_17349694_10.txt"	"hipc_gene_sig_complete_17349694_10.txt"
