""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"CTBP1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"CTBP1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"ITGAL"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"ITGAL"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"EIF2AK4"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"EIF2AK4"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"ALDH16A1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"ALDH16A1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"BIRC3"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"BIRC3"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"BNIP3L"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"BNIP3L"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"DEFA4"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"DEFA4"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"EMILIN2"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"EMILIN2"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"EIF4G3"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"EIF4G3"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"FBXO15"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"FBXO15"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"GPR18"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"GPR18"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"HEATR3"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"HEATR3"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"HBA1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"HBA1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"HBB"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"HBB"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"HBZ"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"HBZ"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"SLC47A1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"FLJ10847"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"SLC47A1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"SLC47A1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"C8orf82"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"C8orf82"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"MYL4"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"MYL4"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"NANS"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"NANS"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"NAPRT"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"NAPRT1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"PRAM1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"PRAM1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"NDRG2"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"NDRG2"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"SLC25A13"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"SLC25A13"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"SLC39A11"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"SLC39A11"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"SAT2"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"SAT2"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"SPON2"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"SPON2"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"ADSS1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"ADSSL1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"ZEB1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"ZEB1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"CPEB3"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"CPEB3"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
""	"hipc_gene_19029902_6"	"2009.01"	"hipc_gene_19029902_6"	"peripheral blood mononuclear cell"	"TMOD1"	"gene expression"	"predictive"	"none"	"7"	"days"	"time of vaccination (first dose)"	"7d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"6"	"364"	"TMOD1"	"38"	"hipc_gene_sig_19029902_6.txt"	"hipc_gene_sig_complete_19029902_6.txt"
