""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ACADVL"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ACADVL"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ACSS2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ACSS2"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ACVR1B"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ACVR1B"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ADAM19"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ADAM19"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ADAM8"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ADAM8"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ADCY7"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ADCY7"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ADHFE1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ADHFE1"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"GRK2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ADRBK1"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AGAP4"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AGAP4"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AHR"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AHR"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AIRE"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AIRE"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AKAP13"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AKAP13"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AKT1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AKT1"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ALAD"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ALAD"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ALDOA"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ALDOA"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ALKBH6"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ALKBH6"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ALOX5"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ALOX5"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AMT"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AMT"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AMY2A"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AMY2A"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ANKMY1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ANKMY1"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ANKRD11"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ANKRD11"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ANKRD36"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ANKRD36"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ANKRD36B"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ANKRD36B"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ANXA11"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ANXA11"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AP1G2"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AP1G2"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"AP4B1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"AP4B1"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"APBB3"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"APBB3"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ARAF"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ARAF"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
""	"hipc_gene_25596819_3"	"2015.01"	"hipc_gene_25596819_3"	"peripheral blood mononuclear cell"	"ARHGAP1"	"gene expression"	"down"	"responders, 2011-12season"	"28"	"Days"	"time of vaccination (first dose)"	"28d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"3"	"272"	"ARHGAP1"	"917"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_3.txt"	"hipc_gene_sig_complete_25596819_3.txt"
