""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"CXCL2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"CXCL2"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"HS3ST2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"HS3ST2"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"SLC43A1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"SLC43A1"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"LEF1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"LEF1"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"HPCAL1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"HPCAL1"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"KRT5"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"KRT5"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"SORL1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"SORL1"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"SNCA"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"SNCA"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"PLIN2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"PLIN2"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"CFD"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"CFD"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"HS3ST1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"HS3ST1"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"TNS1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"TNS1"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"MZF1"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"MZF1"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"SRRM2"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"SRRM2"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"CHRNA7"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"CHRNA7"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
""	"hipc_gene_19155521_6"	"2009.02"	"hipc_gene_19155521_6"	"peripheral blood mononuclear cell"	"SPAG8"	"gene expression"	"negatively"	"none"	"12"	"Months"	"time of vaccination (first dose)"	"correlated with antibody response"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"young adults (18-25)"	"19155521"	"2009"	"Suppl Table III"	"Spearman Correlation of Gene Expression with Neutralizing Antibody Levels"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"6"	"161"	"SPAG8"	"20"	"hipc_gene_sig_19155521_6.txt"	"hipc_gene_sig_complete_19155521_6.txt"
