""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"CD40"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"CD40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"DPF3"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"DPF3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"FCRL5"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"FCRL5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"CD19"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"CD19"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"NIBAN3"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"FAM129C"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"SPIB"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"SPIB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"BLNK"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"BLNK"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"CDCA7L"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"CDCA7L"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"TSPAN13"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"TSPAN13"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"KHDRBS2"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"KHDRBS2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"NXPH4"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"NXPH4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"RALGPS2"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"RALGPS2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"CD22"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"CD22"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"FCRL2"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"FCRL2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"ADD2"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"ADD2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
""	"hipc_gene_30873150_3"	"2019.02"	"hipc_gene_30873150_3"	"peripheral blood mononuclear cell"	"TCL6"	"gene expression"	"up"	"females"	"28"	"days"	"time of vaccination (first dose)"	"females vs males"	"2010"	"Fluarix"	"VO_0000045"	""	"adults (50-74)"	"30873150"	"2019"	""	"Caucasian adults (50-74)"	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"adults, seniors"	"50"	"74"	"years"	"3"	"380"	"TCL6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_30873150_3.txt"	"hipc_gene_sig_complete_30873150_3.txt"
