""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"CD4"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"CD4"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"CD83"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"CD83"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"IL4I1"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"IL4I1"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"IL1RN"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"IL1RN"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"CXCL2"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"CXCL2"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"HLA-DMA"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"HLA-DMA"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"CYP1B1"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"CYP1B1"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"PLAUR"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"PLAUR"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"NFKB2"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"NFKB2"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"MAP3K8"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"MAP3K8"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"IL23A"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"IL23A"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"CCL5"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"CCL5"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"RELB"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"RELB"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"BCL3"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"BCL3"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"ICAM1"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"ICAM1"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"CCL20"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"CCL20"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"PDE4B"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"PDE4B"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"STAT4"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"STAT4"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"CD80"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"CD80"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"CCL4"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"CCL4"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"TNFAIP6"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"TNFAIP6"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"SERPINB9"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"SERPINB9"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
""	"hipc_gene_24336226_14"	"2014.02"	"hipc_gene_24336226_14"	"peripheral blood mononuclear cell"	"IL1B"	"gene expression"	"negatively"	"anti-DT antibody-correlation profile"	"3"	"Days"	"time of vaccination (first dose)"	"correlated with antibody response"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Supplementary Fig 13"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"14"	"28"	"IL1B"	"hipc_gene_sig_24336226_14.txt"	"hipc_gene_sig_complete_24336226_14.txt"
