""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"FCGR1A"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"FCGR1A"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"FPR1"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"FPR1"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"GNLY"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"GNLY"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"IDO1"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"IDO1"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"PLAC8"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"PLAC8"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"LYZ"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"LYZ"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"KLRC2"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"KLRC2"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"SELL"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"SELL"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"FCGR1B"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"FCGR1B"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"PRKCQ"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"PRKCQ"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"XCL1"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"XCL1"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"CCL5"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"CCL5"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"GBP5"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"GBP5"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"ITGAL"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"ITGAL"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"CD2"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"CD2"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"UBD"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"UBD"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"KLHDC7B"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"KLHDC7B"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"CTLA4"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"CTLA4"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"TRGV9"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"TRGV9"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"CLEC4E"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"CLEC4E"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"GZMA"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"GZMA"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"EOMES"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"EOMES"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"CLEC12A"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"CLEC12A"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"TARP"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"TARP"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"TRGC2"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"TRGC2"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
""	"hipc_gene_30247603_3"	"2018.09"	"hipc_gene_30247603_3"	"skin of body"	"CD8A"	"gene expression"	"up"	"VZV challenge"	"72"	"hours"	"time of challenge (second dose)"	"VZV challenged post-vaccination vs unchallenged"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	"Varicella zoster virus (VZV) antigen challenge"	"adults (70-93)"	"30247603"	"2018"	"Fig 6A"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"seniors"	"70"	"93"	"years"	"3"	"398"	"CD8A"	"30"	"hipc_gene_sig_30247603_3.txt"	"hipc_gene_sig_complete_30247603_3.txt"
