""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"CXCR6"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"CXCR6"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"NAPRT"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"NAPRT1"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"NRGN"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"NRGN"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"GPR18"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"GPR18"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"BIRC3"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"BIRC3"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"ETV3"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"ETV3"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"GAS2L1"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"GAS2L1"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"RAB8B"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"RAB8B"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"SMARCD3"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"SMARCD3"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"SLC16A5"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"SLC16A5"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"SLC2A6"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"SLC2A6"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"TBC1D7"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"TBC1D7"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"PNPLA6"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"PNPLA6"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"TNFSF14"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"TNFSF14"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"ZYX"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"ZYX"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"ZNF606"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"ZNF606"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"ZFP82"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"ZFP82"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"FERMT3"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"FERMT3"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"TUFM"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"TUFM"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
""	"hipc_gene_19029902_5"	"2009.01"	"hipc_gene_19029902_5"	"peripheral blood mononuclear cell"	"TCEAL4"	"gene expression"	"predictive"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"yellow fever virus 17D"	""	"YF-17D vaccine"	"VO_0003134"	""	"adults (18-45)"	"19029902"	"2009"	"Fig 4 & Suppl Table 4"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/bin/NIHMS593578-supplement-01.pdf' target='_blank'>supplement-01.pdf</a>"	"Supplementary Table 4: The genes validated by ClaNC as being predictive of CD8+ T cell responses from Fig. 4."	"Y"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"adults"	"18"	"45"	"years"	"5"	"363"	"TCEAL4"	"48"	"hipc_gene_sig_19029902_5.txt"	"hipc_gene_sig_complete_19029902_5.txt"
