""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"FCGR1A"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"FCGR1A"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"ICOS"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"ICOS"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"LAMP3"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"LAMP3"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"CCL18"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"CCL18"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"CCL19"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"CCL19"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"TAP2"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"TAP2"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"HSP90B1"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"TRA1"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"CARD9"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"CARD9"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"CARD10"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"CARD10"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"CARD14"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"CARD14"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"IRAK1"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"IRAK1"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"IRAK4"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"IRAK4"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"IRAK1BP1"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"IRAK1BP1"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
""	"hipc_gene_17349694_8"	"2007.05"	"hipc_gene_17349694_8"	"peripheral blood mononuclear cell"	"PYCARD"	"gene expression"	"down"	"none"	"48"	"Hours"	"time of vaccination (first dose)"	"48h-0h"	"francisella tularensis"	""	"F. tularensis vaccine LVS"	"VO_0000271"	""	"adults (22-54)"	"17349694"	"2007"	"Fig 6"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694"	"adults"	"22"	"54"	"years"	"8"	"136"	"PYCARD"	"18"	"hipc_gene_sig_17349694_8.txt"	"hipc_gene_sig_complete_17349694_8.txt"
