""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"DHPS"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"U26266"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"OPCML"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"OPCML"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"ERBB3"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"M34309"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"RCVRN"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"S43855"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"HGF"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"M73239"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"CBS"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"CBS"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"RBM6"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"AF069517"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"NOTCH3"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"U97669"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"PDK3"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"L42452"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"ARHGAP11A"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"D87717"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"RBP1"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"M11433"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"MOXD1"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"AL080058"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"XPC"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"D21089"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"RIN2"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"M37190"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
""	"hipc_gene_16571413_2"	"2005.11"	"hipc_gene_16571413_2"	"peripheral blood mononuclear cell"	"APPBP2"	"gene expression"	"down"	"none"	"7 or 14"	"days"	"time of vaccination (first dose)"	"7d or 14d vs 0d"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"adults (15-25)"	"16571413"	"2005"	""	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"2"	"441"	"D86981"	"hipc_gene_sig_16571413_2.txt"	"hipc_gene_sig_complete_16571413_2.txt"
