""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"IGHG1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"IGHG1"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"IGHG3"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"IGHG3"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"JCHAIN"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"JCHAIN"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"IGLL1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"IGLL1"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"IGLV2-14"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"IGLV2-14"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"TNFRSF13B"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"TNFRSF13B"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"TNFRSF17"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"TNFRSF17"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"HSP90B1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"HSP90B1"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"PDIA6"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"PDIA6"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
""	"hipc_gene_24336226_2"	"2014.02"	"hipc_gene_24336226_2"	"peripheral blood mononuclear cell"	"TXNDC5"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"3d-0d"	"neisseria meningitidis"	""	"Menactra"	"VO_0000071"	""	"adults (18-45)"	"24336226"	"2014"	"Fig 4"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"2"	"16"	"TXNDC5"	"hipc_gene_sig_24336226_2.txt"	"hipc_gene_sig_complete_24336226_2.txt"
