""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"complete_signature_file"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"PRPF31"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"PRPF31"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"CCNA2"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"CCNA2"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"STMN1"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"STMN1"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"PRR11"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"PRR11"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"ASF1B"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"ASF1B"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"KIF2C"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"KIF2C"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"CENPU"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"MLF1IP"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"GTSE1"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"GTSE1"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"CENPE"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"CENPE"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"BRCA2"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"BRCA2"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"RRM2"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"RRM2"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"NCAPH"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"NCAPH"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"POLQ"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"POLQ"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"KIF18A"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"KIF18A"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"UBE2T"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"UBE2T"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"SAPCD2"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"C9orf140"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"TK1"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"TK1"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"BUB1"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"BUB1"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"E2F1"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"E2F1"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"E2F2"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"E2F2"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"CENPF"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"CENPF"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"TICRR"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"C15orf42"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"TYMS"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"TYMS"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"CCNE1"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"CCNE1"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"CDCA2"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"CDCA2"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"KIF14"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"KIF14"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"TPX2"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"TPX2"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"NCAPG"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"NCAPG"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"NUSAP1"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"NUSAP1"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"ZWINT"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"ZWINT"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"APOBEC3B"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"APOBEC3B"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
""	"hipc_gene_28099485_16"	"2017.03"	"hipc_gene_28099485_16"	"natural killer cell"	"PIMREG"	"gene expression"	"up"	"none"	"3"	"days"	"time of vaccination (first dose)"	"3d-0d"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"adults (18-49)"	"28099485"	"2017"	"s4_nkc_d3"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"adults"	"18"	"49"	"years"	"16"	"465"	"PIMREG"	"68"	"hipc_gene_sig_28099485_16.txt"	"hipc_gene_sig_complete_28099485_16.txt"
