""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IFIT2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFIT2"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IFIT1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFIT1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IFIT3"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFIT3"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"MX1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"MX1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"MX2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"MX2"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"OAS1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"OAS1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"OAS2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"OAS2"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"OAS3"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"OAS3"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"PSMB8"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"PSMB8"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IFITM1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFITM1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"OASL"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"OASL"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IFNAR1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFNAR1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IFNAR2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFNAR2"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IFNGR1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFNGR1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IFNGR2"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFNGR2"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"APOBEC3A"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"APOBEC3A"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"IDO1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IDO1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"CXCL10"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"CXCL10"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"CXCL9"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"CXCL9"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"SERPINA1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"SERPINA1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"SERPING1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"SERPING1"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"WARS1"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"WARS"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
""	"hipc_gene_26726811_2"	"2016.02"	"hipc_gene_26726811_2"	"peripheral blood mononuclear cell"	"APOBEC3B"	"gene expression"	"down"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"7d-1d"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F2/' target='_blank'>figure/F2</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"APOBEC3B"	"33"	"hipc_gene_sig_26726811_2.txt"	"hipc_gene_sig_complete_26726811_2.txt"
