""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"signature_source_url"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"response_comp_cnt"	"signature_file"	"signature_file_complete"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"SCFV"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"SCFV"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"IGLL1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"IGLL1"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"IGK"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"IGK"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"ELL2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"ELL2"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"ITM2C"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"ITM2C"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"IGHV1-69"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"IGHV1-69"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"KRT81"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"KRT81"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"SEC11C"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"SEC11C"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"UCHL1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"UCHL1"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"IGKV1D-8"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"IGKV1D-8"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"SDC1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"SDC1"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"GLDC"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"GLDC"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"FKBP11"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"FKBP11"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"ERLEC1"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"ERLEC1"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"MANF"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"MANF"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"GGH"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"GGH"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
""	"hipc_gene_26726811_4"	"2016.02"	"hipc_gene_26726811_4"	"peripheral blood mononuclear cell"	"TRAM2"	"gene expression"	"up"	"none"	"7"	"Days"	"time of vaccination (first dose)"	"responders vs nonresponders"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 6a, Fig 4C"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/bin/NIHMS65741-supplement-1.pdf' target='_blank'>supplement-1.pdf</a>; <a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F4/' target='_blank'>figure/F4</a>"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"4"	"55"	"TRAM2"	"24"	"hipc_gene_sig_26726811_4.txt"	"hipc_gene_sig_complete_26726811_4.txt"
