""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"CALHM6"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"CALHM6"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"XRN1"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"XRN1"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"PARP9"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"PARP9"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"UBE2L6"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"UBE2L6"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"CARD17"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"CARD17"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"CASP1"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"CASP1"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"MRPL44"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"MRPL44"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"ETV7"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"ETV7"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"CASP4"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"CASP4"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"MT1G"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"MT1G"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
""	"hipc_gene_24912498_1"	"2014.06"	"hipc_gene_24912498_1"	"blood"	"POMP"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"time of vaccination (first dose)"	"vaccinated vs candin placebo"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"POMP"	"hipc_gene_sig_24912498_1.txt"	"hipc_gene_sig_complete_24912498_1.txt"
