"observation_tier"	"template_name"	"observation_summary"	"story_title"	"submission_name"	"submission_description"	"project"	"submission_story"	"submission_story_rank"	"submission_center"	"principal_investigator"
1	"hipc_ctf_dir_15"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_24912498"	"Matsumiya et al. (2014) Inflammatory and myeloid-associated gene expression before and one day after infant vaccination with MVA85A correlates with induction of a T cell response. BMC Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498' target='_blank'>24912498</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_17"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_ctf_dir_27317456"	"Haralambieva et al. (2016) Transcriptional signatures of influenza A/H1N1-specific IgG memory-like B cell response in older individuals. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27317456' target='_blank'>27317456</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_18"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_25535378"	"Wang et al. (2015) B-cell repertoire responses to varicella-zoster vaccination in human identical twins. Proc. Natl. Acad. Sci. U.S.A. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=25535378' target='_blank'>25535378</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_19"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_18378159"	"Santos et al. (2008) Detection of Th1/Th2 cytokine signatures in yellow fever 17DD first-time vaccinees through ELISpot assay. Cytokine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=18378159' target='_blank'>18378159</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_20"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2>"	""	"hipc_ctf_dir_24725414"	"Tsang et al. (2014) Global analyses of human immune variation reveal baseline predictors of postvaccination responses. Cell PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414' target='_blank'>24725414</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_22"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_ctf_dir_24495909"	"Cao et al. (2014) Differences in antibody responses between trivalent inactivated influenza vaccine and live attenuated influenza vaccine correlate with the kinetics and magnitude of interferon signaling in children. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909' target='_blank'>24495909</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_23"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_ctf_dir_26682988"	"Nakaya et al. (2015) Systems Analysis of Immunity to Influenza Vaccination across Multiple Years and in Diverse Populations Reveals Shared Molecular Signatures. Immunity PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988' target='_blank'>26682988</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_24"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_28502771"	"Li et al. (2017) Metabolic Phenotypes of Response to Vaccination in Humans. Cell PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28502771' target='_blank'>28502771</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_25"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_27030598"	"Qi et al. (2016) Diversification of the antigen-specific T cell receptor repertoire after varicella zoster vaccination. Sci Transl Med PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598' target='_blank'>27030598</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_26"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2>"	""	"hipc_ctf_dir_27436422"	"Noho-Konteh et al. (2016) Sex-Differential Non-Vaccine-Specific Immunological Effects of Diphtheria-Tetanus-Pertussis and Measles Vaccination. Clin. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27436422' target='_blank'>27436422</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_27"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_ctf_dir_30843873"	"Gonçalves et al. (2019) Innate gene signature distinguishes humoral versus cytotoxic responses to influenza vaccination. J. Clin. Invest. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30843873' target='_blank'>30843873</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_28"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_28498840"	"Osman et al. (2017) A third generation vaccine for human visceral leishmaniasis and post kala azar dermal leishmaniasis: First-in-human trial of ChAd63-KH. PLoS Negl Trop Dis PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28498840' target='_blank'>28498840</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_29"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_19029902"	"Querec et al. (2009) Systems biology approach predicts immunogenicity of the yellow fever vaccine in humans. Nat. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19029902' target='_blank'>19029902</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_30"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_ctf_dir_30873150"	"Voigt et al. (2019) Sex Differences in Older Adults' Immune Responses to Seasonal Influenza Vaccination. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30873150' target='_blank'>30873150</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_31"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_30247603"	"Patel et al. (2018) Impact of Zostavax Vaccination on T-Cell Accumulation and Cutaneous Gene Expression in the Skin of Older Humans After Varicella Zoster Virus Antigen-Specific Challenge. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30247603' target='_blank'>30247603</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_32"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_29535712"	"Anderson et al. (2018) Molecular Signatures of a TLR4 Agonist-Adjuvanted HIV-1 Vaccine Candidate in Humans. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29535712' target='_blank'>29535712</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_33"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_ctf_dir_28607114"	"Weinberg et al. (2017) Varicella-Zoster Virus-Specific Cellular Immune Responses to the Live Attenuated Zoster Vaccine in Young and Older Adults. J. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28607114' target='_blank'>28607114</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_34"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_ctf_dir_28099485"	"Howard et al. (2017) Cell-Based Systems Biology Analysis of Human AS03-Adjuvanted H5N1 Avian Influenza Vaccine Responses: A Phase I Randomized Controlled Trial. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28099485' target='_blank'>28099485</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_ctf_dir_35"	"In <tissue_type>, <response_component><proterm_and_extra> frequency was significantly <response_behavior> in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2> targeting <target_pathogen>"	""	"hipc_ctf_dir_28549970"	"Giarola-Silva et al. (2017) Distinct patterns of cellular immune response elicited by influenza non-adjuvanted and AS03-adjuvanted monovalent H1N1(pdm09) vaccine. Antiviral Res. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28549970' target='_blank'>28549970</a>"	"Immune cell-type frequency response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
