""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent_original"	"response_agent"	"proterm_and_extra"	"fully_qualified_response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"signature_file"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD69-positive gamma-delta T-cell"	"gamma-delta T cell"	"& CD69+"	"gamma-delta T cell & CD69+"	"cell type frequency"	"up"	"non-responder vs responder "	"1"	"day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"1d, non-responders vs responders"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"197"	"hipciof_ctf_26726811_197.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD69-positive natural killer (NK) cell"	"natural killer cell"	"& CD69+"	"natural killer cell & CD69+"	"cell type frequency"	"up"	"non-responder vs responder "	"1"	"day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"1d, non-responders vs responders"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"10"	"197"	"hipciof_ctf_26726811_197.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD69-positive gamma-delta T-cell"	"gamma-delta T cell"	"& CD69+"	"gamma-delta T cell & CD69+"	"cell type frequency"	"up"	"non-responder vs responder "	"7"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"7d, non-responders vs responders"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"11"	"198"	"hipciof_ctf_26726811_198.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD69-positive natural killer (NK) cell"	"natural killer cell"	"& CD69+"	"natural killer cell & CD69+"	"cell type frequency"	"up"	"non-responder vs responder "	"7"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"7d, non-responders vs responders"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"11"	"198"	"hipciof_ctf_26726811_198.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD69-positive gamma-delta T-cell"	"gamma-delta T cell"	"& CD69+"	"gamma-delta T cell & CD69+"	"cell type frequency"	"up"	"non-responder vs responder "	"14"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"14d, non-responders vs responders"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"12"	"199"	"hipciof_ctf_26726811_199.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD69-positive natural killer (NK) cell"	"natural killer cell"	"& CD69+"	"natural killer cell & CD69+"	"cell type frequency"	"up"	"non-responder vs responder "	"14"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"14d, non-responders vs responders"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"12"	"199"	"hipciof_ctf_26726811_199.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD69-positive gamma-delta T-cell"	"gamma-delta T cell"	"& CD69+"	"gamma-delta T cell & CD69+"	"cell type frequency"	"up"	"non-responder vs responder "	"63"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"63d, non-responders vs responders"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"13"	"200"	"hipciof_ctf_26726811_200.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD69-positive natural killer (NK) cell"	"natural killer cell"	"& CD69+"	"natural killer cell & CD69+"	"cell type frequency"	"up"	"non-responder vs responder "	"63"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"63d, non-responders vs responders"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"13"	"200"	"hipciof_ctf_26726811_200.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD38-positive CD8-positive T-cells"	"CD8-positive, alpha-beta T cell"	"& CD38+"	"CD8-positive, alpha-beta T cell & CD38+"	"cell type frequency"	"down"	"none"	"0"	"day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"-7d-0d, negatively correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"14"	"201"	"hipciof_ctf_26726811_201.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD45RO-positive CCR7-positive central memory CD4 cells"	"central memory CD4-positive, alpha-beta T cell"	"& CCR7+"	"central memory CD4-positive, alpha-beta T cell & CCR7+"	"cell type frequency"	"up"	" >35yr old vs <35 yr old"	"-7"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"-7d, <35yr old vs >35yr old"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"15"	"202"	"hipciof_ctf_26726811_202.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD45RO-positive CCR7-positive central memory CD8 cells"	"CD8-positive, alpha-beta memory T cell, CD45RO-positive"	"& CCR7+"	"CD8-positive, alpha-beta memory T cell, CD45RO-positive & CCR7+"	"cell type frequency"	"up"	" >35yr old vs <35 yr old"	"-7"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"-7d, <35yr old vs >35yr old"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"15"	"202"	"hipciof_ctf_26726811_202.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD45RO-positive CCR7-positive central memory CD4 cells"	"central memory CD4-positive, alpha-beta T cell"	"& CCR7+"	"central memory CD4-positive, alpha-beta T cell & CCR7+"	"cell type frequency"	"up"	" >35yr old vs <35 yr old"	"0"	"day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"0d, <35yr old vs >35yr old"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"16"	"203"	"hipciof_ctf_26726811_203.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD45RO-positive CCR7-positive central memory CD8 cells"	"CD8-positive, alpha-beta memory T cell, CD45RO-positive"	"& CCR7+"	"CD8-positive, alpha-beta memory T cell, CD45RO-positive & CCR7+"	"cell type frequency"	"up"	" >35yr old vs <35 yr old"	"0"	"day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"0d, <35yr old vs >35yr old"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"16"	"203"	"hipciof_ctf_26726811_203.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD45RO-positive CCR7-positive central memory CD4 cells"	"central memory CD4-positive, alpha-beta T cell"	"& CCR7+"	"central memory CD4-positive, alpha-beta T cell & CCR7+"	"cell type frequency"	"up"	" >35yr old vs <35 yr old"	"1"	"day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"1d, <35yr old vs >35yr old"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"17"	"204"	"hipciof_ctf_26726811_204.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD45RO-positive CCR7-positive central memory CD8 cells"	"CD8-positive, alpha-beta memory T cell, CD45RO-positive"	"& CCR7+"	"CD8-positive, alpha-beta memory T cell, CD45RO-positive & CCR7+"	"cell type frequency"	"up"	" >35yr old vs <35 yr old"	"1"	"day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"1d, <35yr old vs >35yr old"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"17"	"204"	"hipciof_ctf_26726811_204.txt"
""	"20160606-hipciof_ctf_26726811"	"2016.06.06"	"hipciof_ctf_6"	"peripheral blood mononuclear cell"	"CD45RO-positive CCR7-positive central memory CD4 cells"	"central memory CD4-positive, alpha-beta T cell"	"& CCR7+"	"central memory CD4-positive, alpha-beta T cell & CCR7+"	"cell type frequency"	"up"	" >35yr old vs <35 yr old"	"7"	"days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix (A/California/7/09 (H1N1))"	"VO_0000410"	""	"7d, <35yr old vs >35yr old"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	""	"- roughly 60/40 female:male ratio, over 70% were Causasian"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26726811"	"adults, seniors"	"18"	"64"	"years"	"18"	"205"	"hipciof_ctf_26726811_205.txt"
