""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent_orig"	"response_agent"	"proterm"	"extra"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"7"	"94"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"7"	"94"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"7"	"94"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"up"	"2010 season"	"14"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"8"	"95"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"up"	"2010 season"	"14"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"8"	"95"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"up"	"2010 season"	"14"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"8"	"95"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"9"	"96"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"9"	"96"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"natural killer cell"	"natural killer cell"	""	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"9"	"96"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"10"	"97"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"10"	"97"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"10"	"97"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++CD16+ NK cells"	"natural killer cell"	"CD56++"	"CD16+"	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"10"	"97"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++CD16+ NK cells"	"natural killer cell"	"CD56++"	"CD16+"	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"10"	"97"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++CD16+ NK cells"	"natural killer cell"	"CD56++"	"CD16+"	"cell type frequency"	"up"	"2010 season"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (<65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"10"	"97"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56dimCD16++ NK cells"	"CD16-positive, CD56-dim natural killer cell"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"11"	"98"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56dimCD16++ NK cells"	"CD16-positive, CD56-dim natural killer cell"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"11"	"98"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56dimCD16++ NK cells"	"CD16-positive, CD56-dim natural killer cell"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"11"	"98"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"12"	"99"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"12"	"99"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"12"	"99"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"% CD56++CD16+ NK cells"	"natural killer cell"	"CD56++,CD16+"	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"12"	"99"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"% CD56++CD16+ NK cells"	"natural killer cell"	"CD56++,CD16+"	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"12"	"99"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"% CD56++CD16+ NK cells"	"natural killer cell"	"CD56++,CD16+"	""	"cell type frequency"	"down"	"2010 season"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"1d-0d"	"time of vaccination (first dose)"	"seniors (>65yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"12"	"99"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56dimCD16++ NK cells"	"CD16-positive, CD56-dim natural killer cell"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"0"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"13"	"100"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56dimCD16++ NK cells"	"CD16-positive, CD56-dim natural killer cell"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"0"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"13"	"100"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56dimCD16++ NK cells"	"CD16-positive, CD56-dim natural killer cell"	""	"CD16++"	"cell type frequency"	"up"	"2010 season"	"0"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Seniors vs adults"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"13"	"100"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"up"	"2010 season"	"0"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Adults vs seniors"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"14"	"101"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"up"	"2010 season"	"0"	"Days"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Adults vs seniors"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"14"	"101"
""	"20191106-hipciof_ctf_26682988"	"2019.11.06"	"hipciof_ctf_24"	"peripheral blood mononuclear cell"	"CD56++ NK cells"	"natural killer cell"	"CD56++"	""	"cell type frequency"	"up"	"2010 season"	"0"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2010"	"Inactivated influenza vaccine"	"VO_0001176"	""	"Adults vs seniors"	"time of vaccination (first dose)"	"seniors (>65yrs), Adults (<65 yrs)"	"26682988"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=26682988"	"14"	"101"
