""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgG+ Antibody secreting cells"	"Cell type frequency"	"up"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgG+ Antibody secreting cells"	"Cell type frequency"	"up"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgG+ Antibody secreting cells"	"Cell type frequency"	"up"	"none"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgG+ Antibody secreting cells"	"Cell type frequency"	"up"	"none"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"B cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD14-positive, CD16-negative classical monocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD16-positive, CD56-dim natural killer cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"granulocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"B cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD14-positive, CD16-negative classical monocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD16-positive, CD56-dim natural killer cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"granulocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"B cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD14-positive, CD16-negative classical monocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD16-positive, CD56-dim natural killer cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"granulocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"B cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD14-positive, CD16-negative classical monocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD16-positive, CD56-dim natural killer cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"granulocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"B cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD14-positive, CD16-negative classical monocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD16-positive, CD56-dim natural killer cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"granulocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"B cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD14-positive, CD16-negative classical monocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD16-positive, CD56-dim natural killer cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"granulocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"B cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD14-positive, CD16-negative classical monocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD16-positive, CD56-dim natural killer cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"granulocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"B cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD14-positive, CD16-negative classical monocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD16-positive, CD56-dim natural killer cell"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"granulocyte"	"Cell type frequency"	"up"	"none"	"1"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD21+ plasmablast"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgA+ of IgD-CD27+ memory B cells"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD21+ plasmablast"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgA+ of IgD-CD27+ memory B cells"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD21+ plasmablast"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgA+ of IgD-CD27+ memory B cells"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD21+ plasmablast"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgA+ of IgD-CD27+ memory B cells"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/59/2007(H1N1))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD21+ plasmablast"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgA+ of IgD-CD27+ memory B cells"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD21+ plasmablast"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgA+ of IgD-CD27+ memory B cells"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza A virus (A/Brisbane/10/2007(H3N2))"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD21+ plasmablast"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgA+ of IgD-CD27+ memory B cells"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000046"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"CD21+ plasmablast"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
""	"20181205-hipciof_ctf_24725414"	"2018.12.05"	"hipciof_ctf_21"	"peripheral blood mononuclear cell"	"IgA+ of IgD-CD27+ memory B cells"	"Cell type frequency"	"down"	"none"	"7"	"Days"	"Influenza B virus (B/Brisbane/60/2008)"	"2009"	"Fluvirin; Pandemrix"	"VO_0000410"	""	"7d-0d"	"time of vaccination (first dose)"	"Adults"	"24725414"	"2014"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24725414"
