""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"LYN"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"1"	"371"	"LYN"	"hipc_gene_cor_29868000_371.txt"	"hipc_gene_cor_complete_29868000_371.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"SEC14L1"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"1"	"371"	"SEC14L1"	"hipc_gene_cor_29868000_371.txt"	"hipc_gene_cor_complete_29868000_371.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"TNIP1"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"1"	"371"	"TNIP1"	"hipc_gene_cor_29868000_371.txt"	"hipc_gene_cor_complete_29868000_371.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"IL9"	"gene expression"	"negatively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"2"	"372"	"IL9"	"hipc_gene_cor_29868000_372.txt"	"hipc_gene_cor_complete_29868000_372.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"TNF"	"gene expression"	"negatively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"2"	"372"	"TNF"	"hipc_gene_cor_29868000_372.txt"	"hipc_gene_cor_complete_29868000_372.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"CXCR5"	"gene expression"	"positively"	"group B"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-38)/(62-74)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"74"	"years"	"3"	"373"	"BLR1"	"hipc_gene_cor_29868000_373.txt"	"hipc_gene_cor_complete_29868000_373.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"CCR7"	"gene expression"	"positively"	"group B"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-38)/(62-74)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"74"	"years"	"3"	"373"	"CCR7"	"hipc_gene_cor_29868000_373.txt"	"hipc_gene_cor_complete_29868000_373.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"CD19"	"gene expression"	"positively"	"group B"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-38)/(62-74)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"74"	"years"	"3"	"373"	"CD19"	"hipc_gene_cor_29868000_373.txt"	"hipc_gene_cor_complete_29868000_373.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"CD274"	"gene expression"	"positively"	"group B"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-38)/(62-74)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"74"	"years"	"3"	"373"	"CD274"	"hipc_gene_cor_29868000_373.txt"	"hipc_gene_cor_complete_29868000_373.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"CTLA4"	"gene expression"	"positively"	"group B"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-38)/(62-74)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"74"	"years"	"3"	"373"	"CTLA4"	"hipc_gene_cor_29868000_373.txt"	"hipc_gene_cor_complete_29868000_373.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"IL6"	"gene expression"	"positively"	"group B"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-38)/(62-74)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"74"	"years"	"3"	"373"	"IL6"	"hipc_gene_cor_29868000_373.txt"	"hipc_gene_cor_complete_29868000_373.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"CD14"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"4"	"374"	"CD14"	"hipc_gene_cor_29868000_374.txt"	"hipc_gene_cor_complete_29868000_374.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"NLRP1"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"4"	"374"	"NLRP1"	"hipc_gene_cor_29868000_374.txt"	"hipc_gene_cor_complete_29868000_374.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"NLRP12"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"4"	"374"	"NLRP12"	"hipc_gene_cor_29868000_374.txt"	"hipc_gene_cor_complete_29868000_374.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"RAB33A"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"4"	"374"	"RAB33A"	"hipc_gene_cor_29868000_374.txt"	"hipc_gene_cor_complete_29868000_374.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"TGFB1"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"4"	"374"	"TGFB1"	"hipc_gene_cor_29868000_374.txt"	"hipc_gene_cor_complete_29868000_374.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"TNFRSF1A"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"4"	"374"	"TNFRSF1A"	"hipc_gene_cor_29868000_374.txt"	"hipc_gene_cor_complete_29868000_374.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"TNFRSF1B"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"4"	"374"	"TNFRSF1B"	"hipc_gene_cor_29868000_374.txt"	"hipc_gene_cor_complete_29868000_374.txt"
""	"hipc_gene_cor_29868000"	"2018.05"	"hipc_gene_cor_45"	"blood"	"TNIP1"	"gene expression"	"positively"	"group A"	"1"	"day"	"hepatitis B virus"	""	"Twinrix"	"VO_0000113"	""	"correlated with high anti-HBs concentration"	"time of vaccination (first dose)"	"young/old adults (20-40)/(60-84)"	"29868000"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/29868000"	"adults, seniors"	"20"	"84"	"years"	"4"	"374"	"TNIP1"	"hipc_gene_cor_29868000_374.txt"	"hipc_gene_cor_complete_29868000_374.txt"
