""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"ATRX"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"ATRX"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"CCDC186"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"CCDC186"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"LCOR"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"LCOR"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"GOLM2"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"CASC4"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"CCNT1"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"CCNT1"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"CDK8"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"CDK8"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"CLEC2D"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"CLEC2D"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"CTDSPL2"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"CTDSPL2"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"DENND4C"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"DENND4C"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"DHFR"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"DHFR"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"ESCO1"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"ESCO1"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"ESF1"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"ESF1"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"RAMAC"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"FAM103A1"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"FAM172A"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"FAM172A"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"WASHC2C"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"WASHC2C"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"SINHCAF"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"FAM60A"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"FBXO11"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"FBXO11"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"FYTTD1"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"FYTTD1"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"GCC2"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"GCC2"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"GNG11"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"GNG11"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"GOLGA4"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"GOLGA4"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"GTF2H3"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"GTF2H3"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"HAUS3"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"HAUS3"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"HAUS6"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"HAUS6"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"HNRNPA3"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"HNRNPA3"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"HOOK3"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"HOOK3"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"KDM3A"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"KDM3A"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"FAM214A"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"FAM214A"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"KIF2A"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"KIF2A"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"KIN"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"KIN"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"KIR2DL1"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"KIR2DL1"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"KTN1"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"KTN1"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"LMAN1"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"LMAN1"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"LRRC37B"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"LRRC37B"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"MAP4K5"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"MAP4K5"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
""	"hipc_gene_cor_23151505"	"2012.12"	"hipc_gene_cor_7"	"peripheral blood mononuclear cell"	"MGAT4A"	"gene expression"	"positively"	"none"	"3"	"Days"	"human immunodeficiency virus 1"	""	"MRKAd5 HIV-1 gag/pol/nef"	"VO_0003133"	""	"correlated with CD8+ T-cell responses magnitude"	"time of vaccination (first dose)"	"adults (20-50)"	"23151505"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/23151505"	"adults"	"20"	"50"	"years"	"7"	"65"	"MGAT4A"	"hipc_gene_cor_23151505_65.txt"	"hipc_gene_cor_complete_23151505_65.txt"
