""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"SIGLEC10"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"SIGLEC10"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"STAT3"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"STAT3"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"CD14"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"CD14"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"RXRA"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"RXRA"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"TSC22D3"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"TSC22D3"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"JAK1"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"JAK1"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"CXCR2"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"CXCR2"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"WAS"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"WAS"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"CX3CR1"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"CX3CR1"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"CCL5"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"CCL5"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"APOBEC3G"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"APOBEC3G"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"HLA-G"	"gene expression"	"positively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"2"	"82"	"HLA-G"	"hipc_gene_cor_27764254_82.txt"	"hipc_gene_cor_complete_27764254_82.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"EEF1A1"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"EEF1A1"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"CAMK1D"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"CAMK1D"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"FTL"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"FTL"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"CCR2"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"CCR2"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"KLF2"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"KLF2"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"LGALS1"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"LGALS1"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"IL6ST"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"IL6ST"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"ANXA1"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"ANXA1"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"GAPDH"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"GAPDH"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"ENO1"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"ENO1"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"RPS27"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"RPS27"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"MRPL41"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"MRPL41"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"LILRA5"	"gene expression"	"negatively"	"none"	"1"	"Day"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with T cell responses"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"3"	"83"	"LILRA5"	"hipc_gene_cor_27764254_83.txt"	"hipc_gene_cor_complete_27764254_83.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"RFC2"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"RFC2"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"RFC3"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"RFC3"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"RFC4"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"RFC4"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"EXO1"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"EXO1"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"ZWINT"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"ZWINT"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"MSH2"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"MSH2"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"MSH6"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"MSH6"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"RPA3"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"RPA3"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"CHEK1"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"CHEK1"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"GMNN"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"GMNN"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"RMI1"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"RMI1"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"RACGAP1"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"RACGAP1"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"PCNA"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"PCNA"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
""	"hipc_gene_cor_27764254"	"2016.10"	"hipc_gene_cor_13"	"Peripheral blood mononuclear cell"	"SMC2"	"gene expression"	"negatively"	"none"	"14"	"Days"	"human alphaherpesvirus 3"	""	"Zostavax"	"VO_0000124"	""	"correlated with peak T cell response 28d"	"time of vaccination (first dose)"	"seniors (50-75)"	"27764254"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/27764254"	"adults, seniors"	"50"	"75"	"years"	"4"	"84"	"SMC2"	"hipc_gene_cor_27764254_84.txt"	"hipc_gene_cor_complete_27764254_84.txt"
