""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"CST7"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"CST7"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"GZMH"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"GZMH"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"GNLY"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"GNLY"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"TBX21"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"TBX21"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"PRKCQ"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"PRKCQ"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KLRB1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KLRB1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"MYBL1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"MYBL1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"TRD"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"TRD"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"IL18RAP"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"IL18RAP"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"IL2RB"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"IL2RB"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"STAT4"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"STAT4"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"CD247"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"CD247"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KLRD1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KLRD1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"NKG7"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"NKG7"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"HOPX"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"HOPX"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"ZAP70"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"ZAP70"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"CD96"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"CD96"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"TGFBR3"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"TGFBR3"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"PTGDR"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"PTGDR"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"GZMB"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"GZMB"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"CLIC3"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"CLIC3"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"S1PR5"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"S1PR5"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"GZMA"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"GZMA"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KLRF1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KLRF1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"TRA"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"TRA"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"SH2D2A"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"SH2D2A"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"GZMM"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"GZMM"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"CCL5"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"CCL5"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"ADGRG1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"ADGRG1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"SAMD3"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"SAMD3"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KLRK1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KLRK1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"GIMAP7"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"GIMAP7"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KLRC1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KLRC1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DS3"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DS3"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR3DL1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR3DL1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DL2"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DL2"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DL1"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DL1"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DS5"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DS5"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
""	"20180410-hipciof_gene_corr_28193898"	"2018.04.10"	"hipciof_gene_corr_10"	"peripheral blood mononuclear cell"	"KIR2DS2"	"gene expression"	"negatively"	"none"	"56"	"Days"	"plasmodium falciparum"	""	"P. falciparum RTS,S/AS01"	"VO_0003093"	""	"correlated with protection"	"time of vaccination (first dose)"	"unknown"	"28193898"	"2017"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/28193898"	""	""	""	""	"2"	"73"	"KIR2DS2"	"hipciof_gene_corr_28193898_73.txt"	"hipciof_gene_corr_complete_28193898_73.txt"
