""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"signature_file"	"complete_signature_file"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"LIM2"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"LIM2"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"TBX21"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"TBX21"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"CD38"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"CD38"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"PYCR1"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"PYCR1"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"CACNA1I"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"CACNA1I"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"MCOLN2"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"MCOLN2"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"C1D"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"C1D"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"CD28"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"CD28"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"IGFBP3"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"IGFBP3"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"NLRP1"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"NLRP1"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"LPAR1"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"EDG2"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"TNFRSF1A"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"TNFRSF1A"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"KIF21B"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"KIF21B"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"CARD16"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"CARD16"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"ENO2"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"ENO2"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"CACNA2D2"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"CACNA2D2"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"EEF2"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"EEF2"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"PRSS23"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"PRSS23"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"SYNM"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"SYNM"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"OPTN"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"OPTN"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"LOC100505915"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"BC017937"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"VPS37A"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"HCRP1"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"SYNE1"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"SYNE1"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"FGFBP2"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"FGFBP2"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
""	"20160606-hipciof_gene_corr_26726811"	"2016.06.06"	"hipciof_gene_corr_6"	"peripheral blood mononuclear cell"	"AK1"	"gene expression"	"positively"	"none"	"1"	"Days"	"Influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"correlated with age"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"3"	"53"	"AK1"	"hipciof_gene_corr_26726811_53.txt"	"hipciof_gene_corr_complete_26726811_53.txt"
