""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"IDO1"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"IDO1"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"FCGR1CP"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"FCGR1C"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"CALHM6"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"FAM26F"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"XRN1"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"XRN1"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"PARP9"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"PARP9"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"UBE2L6"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"UBE2L6"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"CARD17"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"CARD17"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"CASP1"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"CASP1"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"MRPL44"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"MRPL44"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"ETV7"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"ETV7"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"CASP4"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"CASP4"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"MT1G"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"MT1G"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"POMP"	"gene expression"	"up"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"1"	"185"	"POMP"	"hipc_gene_dir_24912498_185.txt"	"hipc_gene_dir_complete_24912498_185.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"ESYT1"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"ESYT1"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"BRI3BP"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"BRI3BP"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"VEZT"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"VEZT"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"LOC100129034"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"LOC100129034"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"ARAP3"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"ARAP3"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"BBS2"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"BBS2"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"FCMR"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"FAIM3"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"PCBP2"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"PCBP2"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"ZNF395"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"ZNF395"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"SGK1"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"SGK1"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"blood"	"COQ8A"	"gene expression"	"down"	"BCG-primed"	"1"	"Day"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 2"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"2"	"186"	"COQ8A"	"hipc_gene_dir_24912498_186.txt"	"hipc_gene_dir_complete_24912498_186.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"3"	"187"	"STAT1"	"hipc_gene_dir_24912498_187.txt"	"hipc_gene_dir_complete_24912498_187.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"GBP5"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"GBP5"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"WARS"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"WARS"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"ANKRD22"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"ANKRD22"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"GBP4"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"GBP4"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"TAP1"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"TAP1"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"AIM2"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"AIM2"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"PSME2"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"PSME2"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"CXCL9"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"CXCL9"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"GBP1"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"GBP1"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"28d-7d"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"4"	"188"	"STAT1"	"hipc_gene_dir_24912498_188.txt"	"hipc_gene_dir_complete_24912498_188.txt"
""	"hipc_gene_dir_24912498"	"2014.06"	"hipc_gene_dir_28"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"BCG-primed"	"28"	"Days"	"mycobacterium bovis BCG"	""	"Modified Vaccinia Ankara (MVA) virus vaccine vector"	"VO_0003120"	""	"vaccinated vs candin placebo"	"time of vaccination (first dose)"	"infants (4-6m)"	"24912498"	"2014"	"Table 3"	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498"	"infants"	"4"	"6"	"months"	"5"	"189"	"STAT1"	"hipc_gene_dir_24912498_189.txt"	"hipc_gene_dir_complete_24912498_189.txt"
