""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"GZMB"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"GZMB"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"IFNG"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"RFC3"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"RFC3"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"MAL"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"MAL"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"PPA1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"PPA1"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"PSMA5"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"PSMA5"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"HSD11B1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"HSD11B1"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"IDO1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"INDO"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"RAB8B"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"RAB8B"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"GGT5"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"GGTLA1"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"JAG1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"JAG1"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"AKAP2"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"AKAP2"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"CXCL11"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"CXCL11"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"PLEK"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"PLEK"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"NDUFV2"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"NDUFV2"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"ADAM19"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"ADAM19"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"KIR2DS5"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"KIR2DS5"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"GAPDH"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"GAPDH"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"ICAM1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"ICAM1"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"PSMB5"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"PSMB5"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"KIF20A"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"KIF20A"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"ST3GAL5"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"ST3GAL5"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"PFKP"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"PFKP"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"CD38"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"CD38"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"GOLM1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"GOLPH2"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"TPI1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"TPI1"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"MTHFD2"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"MTHFD2"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"TYMS"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"TYMS"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"PSMD12"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"PSMD12"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"EBNA1BP2"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"EBNA1BP2"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"MSMO1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"SC4MOL"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"ADAR"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"ADAR"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"PMS2"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"PMS2"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"LAMP3"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"LAMP3"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"IL6"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"IL3"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"IL3"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"PRC1"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"PRC1"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"AICDA"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"AICDA"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"SLC25A17"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"SLC25A17"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
""	"hipc_gene_dir_19155521"	"2009.02"	"hipc_gene_dir_24"	"peripheral blood mononuclear cell"	"CCNB2"	"gene expression"	"up"	"none"	"2"	"Months"	"human Papillomavirus"	""	"HPV-16 L1 VLP"	"VO_0003156"	""	"2m-0m"	"time of vaccination (first dose)"	"young adults (18-25)"	"19155521"	"2009"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521"	"adults"	"18"	"25"	"years"	"1"	"150"	"CCNB2"	"hipc_gene_dir_19155521_150.txt"	"hipc_gene_dir_complete_19155521_150.txt"
