""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ACADVL"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ACADVL"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ACSS2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ACSS2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ACVR1B"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ACVR1B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ADAM19"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ADAM19"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ADAM8"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ADAM8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ADCY7"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ADCY7"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ADHFE1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ADHFE1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"GRK2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"GRK2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AGAP4"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AGAP4"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AHR"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AHR"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AIRE"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AIRE"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AK1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AK1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AKAP13"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AKAP13"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AKT1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AKT1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ALAD"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ALAD"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ALDOA"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ALDOA"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ALKBH6"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ALKBH6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ALOX5"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ALOX5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AMT"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AMT"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AMY2A"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AMY2A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ANKMY1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ANKMY1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ANKRD11"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ANKRD11"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ANKRD36"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ANKRD36"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ANKRD36B"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ANKRD36B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"ANXA11"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"ANXA11"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AP1G2"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AP1G2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"AP4B1"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"AP4B1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
""	"hipc_gene_dir_25596819"	"2015.01"	"hipc_gene_dir_37"	"peripheral blood mononuclear cell"	"APBB3"	"gene expression"	"down"	"responders, 2011-12 season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	"Suppl Table 1"	"mostly (70-80%) of cohort were white"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"1"	"264"	"APBB3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_dir_25596819_264.txt"	"hipc_gene_dir_complete_25596819_264.txt"
