""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"CRISP3"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"CRISP3"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"DEFA4"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"DEFA4"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"BPI"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"BPI"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"ABCA13"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"ABCA13"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"CEACAM8"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"CEACAM8"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"DEFA1B"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"DEFA1B"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"LTF"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"LTF"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"MMP8"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"MMP8"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"OLR1"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"OLR1"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"RNASE3"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"RNASE3"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"CAMP"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"CAMP"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"DNM1P46"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"DNM1P46"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"TCN1"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"TCN1"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"MS4A3"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"MS4A3"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"SLPI"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"SLPI"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"CPA3"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"CPA3"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"TKTL1"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"TKTL1"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"ARG1"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"ARG1"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"FOLR3"	"gene expression"	"up"	"none"	"0"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"2"	"426"	"FOLR3"	"hipc_gene_dir_29580160_426.txt"	"hipc_gene_dir_complete_29580160_426.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"RPS26"	"gene expression"	"down"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"3"	"427"	"RPS26"	"hipc_gene_dir_29580160_427.txt"	"hipc_gene_dir_complete_29580160_427.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"BPI"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"BPI"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"CEACAM1"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"CEACAM1"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"CEACAM8"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"CEACAM8"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"ABCA13"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"ABCA13"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"LTF"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"LTF"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"DEFA4"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"DEFA4"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"MMP8"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"MMP8"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"DEFA1B"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"DEFA1B"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"ANXA3"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"ANXA3"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"TCN1"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"TCN1"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"MS4A3"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"MS4A3"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"TKTL1"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"TKTL1"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"ARG1"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"ARG1"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"IFNG"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"FOLR3"	"gene expression"	"up"	"none"	"3"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"4"	"428"	"FOLR3"	"hipc_gene_dir_29580160_428.txt"	"hipc_gene_dir_complete_29580160_428.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"RPS26"	"gene expression"	"down"	"none"	"7"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"5"	"429"	"RPS26"	"hipc_gene_dir_29580160_429.txt"	"hipc_gene_dir_complete_29580160_429.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"TAS2R46"	"gene expression"	"down"	"none"	"7"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"5"	"429"	"TAS2R46"	"hipc_gene_dir_29580160_429.txt"	"hipc_gene_dir_complete_29580160_429.txt"
""	"hipc_gene_dir_29580160"	"2018.07"	"hipc_gene_dir_56"	"peripheral blood mononuclear cell"	"DEFA4"	"gene expression"	"up"	"none"	"7"	"days"	"hepatitis B virus"	""	"Heptatitis B surface antigen vaccine (HBsAg)"	"VO_0003150"	""	"non-responders vs responders"	"time of vaccination (first dose)"	"adults (<50)"	"29580160"	"2018"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6067885/"	"adults"	""	"50"	"years"	"6"	"430"	"DEFA4"	"hipc_gene_dir_29580160_430.txt"	"hipc_gene_dir_complete_29580160_430.txt"
