""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"POLR2C"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"POLR2C"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"H4C5"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"HIST1H4E"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"FAM71B"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"FAM71B"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"RSRC1"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"RSRC1"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"HERC5"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"HERC5"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"IFNA1"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"IFNA1"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"SOBP"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"SOBP"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"NR4A2"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"NR4A2"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"CD160"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"CD160"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"XCL1"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"XCL1"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"CCAR2"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"CCAR2"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"NEXN"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"NEXN"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
""	"hipc_gene_dir_22949304"	"2012.11"	"hipc_gene_dir_21"	"peripheral blood mononuclear cell"	"TNK2"	"gene expression"	"up"	"none"	"9 to 34"	"Months"	"vaccinia virus"	""	"Dryvax"	"VO_0000035"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"adults (18-40)"	"22949304"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304"	"adults"	"18"	"40"	"years"	"1"	"139"	"TNK2"	"hipc_gene_dir_22949304_139.txt"	"hipc_gene_dir_complete_22949304_139.txt"
