""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"exposure_material_1"	"exposure_material_2"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"OAS2"	"gene expression"	"up"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"3"	"17"	"OAS2"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_17.txt"	"hipc_gene_dir_complete_24336226_17.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C3"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"C3"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C3AR1"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"C3AR1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C1S"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"C1S"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CFD"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"CFD"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"A2M"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CR1"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"CR1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"TBC1D8"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"TBC1D8"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"AIF1"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"AIF1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"TLR4"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"TLR4"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"IL6"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"ADAMTS20"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"ADAMTS20"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IFNA16"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"IFNA16"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"FGF5"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"FGF5"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"TNR"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"TNR"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"ITGB4"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"ITGB4"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"COL8A1"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"COL8A1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IFNA5"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"IFNA5"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IFNA21"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"IFNA21"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"PRL"	"gene expression"	"down"	"none"	"3"	"Days"	"neisseria meningitidis"	""	"Menomune A/C/Y/W-135"	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"4"	"18"	"PRL"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_18.txt"	"hipc_gene_dir_complete_24336226_18.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CFB"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"CFB"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"CFH"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"CFH"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"C7"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"C7"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"A2M"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"A2M"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"STAB1"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"STAB1"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IL1A"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"IL1A"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
""	"hipc_gene_dir_24336226"	"2014.02"	"hipc_gene_dir_2"	"peripheral blood mononuclear cell"	"IFNA7"	"gene expression"	"down"	"anti-polysaccharide antibody-correlation profile"	"3"	"Days"	"neisseria meningitidis"	""	"Menactra "	""	"3d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"24336226"	"2014"	"Fig 5b"	""	"https://www.ncbi.nlm.nih.gov/pubmed/24336226"	"adults"	"18"	"45"	"years"	"5"	"19"	"IFNA7"	"VO_0010727"	"VO_0000071"	"hipc_gene_dir_24336226_19.txt"	"hipc_gene_dir_complete_24336226_19.txt"
