"observation_tier"	"template_name"	"observation_summary"	"story_title"	"submission_name"	"submission_description"	"project"	"submission_story"	"submission_story_rank"	"submission_center"	"principal_investigator"
1	"hipc_gene_dir_11"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_23844129"	"Matsumiya et al. (2013) Roles for Treg expansion and HMGB1 signaling through the TLR1-2-6 axis in determining the magnitude of the antigen-specific immune response to MVA85A. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23844129' target='_blank'>23844129</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_12"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2> targeting <target_pathogen>"	""	"hipc_gene_dir_28137280"	"O'Connor et al. (2017) High-dimensional assessment of B-cell responses to quadrivalent meningococcal conjugate and plain polysaccharide vaccine. Genome Med PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28137280' target='_blank'>28137280</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_13"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_27764254"	"Qi et al. (2016) Defective T Memory Cell Differentiation after Varicella Zoster Vaccination in Older Individuals. PLoS Pathog. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27764254' target='_blank'>27764254</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_14"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2> targeting <target_pathogen>"	""	"hipc_gene_dir_27974398"	"Loxton et al. (2017) Safety and Immunogenicity of the Recombinant Mycobacterium bovis BCG Vaccine VPM1002 in HIV-Unexposed Newborn Infants in South Africa. Clin. Vaccine Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27974398' target='_blank'>27974398</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_15"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_gene_dir_27441275"	"Ovsyannikova et al. (2016) Gene signatures related to HAI response following influenza A/H1N1 vaccine in older individuals. Heliyon PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27441275' target='_blank'>27441275</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_16"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_27870591"	"Erwin-Cohen et al. (2017) Human transcriptome response to immunization with live-attenuated Venezuelan equine encephalitis virus vaccine (TC-83): Analysis of whole blood. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591' target='_blank'>27870591</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_17"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_22617845"	"Erwin-Cohen et al. (2012) Host responses to live-attenuated Venezuelan equine encephalitis virus (TC-83): comparison of naïve, vaccine responder and nonresponder to TC-83 challenge in human peripheral blood mononuclear cells. Hum Vaccin Immunother PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845' target='_blank'>22617845</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_18"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2> targeting <target_pathogen_1> and/or <target_pathogen_2>"	""	"hipc_gene_dir_17651872"	"Scherer et al. (2007) Distinct gene expression profiles in peripheral blood mononuclear cells from patients infected with vaccinia virus, yellow fever 17D virus, or upper respiratory infections. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872' target='_blank'>17651872</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_19"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_17349694"	"Fuller et al. (2007) Transcriptome analysis of human immune responses following live vaccine strain (LVS) Francisella tularensis vaccination. Mol. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=17349694' target='_blank'>17349694</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_20"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_19239680"	"Fletcher et al. (2009) Transcriptional profiling of mycobacterial antigen-induced responses in infants vaccinated with BCG at birth. BMC Med Genomics PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680' target='_blank'>19239680</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_21"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_22949304"	"Haralambieva et al. (2012) High-dimensional gene expression profiling studies in high and low responders to primary smallpox vaccination. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=22949304' target='_blank'>22949304</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_22"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_23658707"	"Haralambieva et al. (2013) Genome-wide characterization of transcriptional patterns in high and low antibody responders to rubella vaccination. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23658707' target='_blank'>23658707</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_23"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2> targeting <target_pathogen_1> and/or <target_pathogen_2>"	""	"hipc_gene_dir_23594957"	"Kennedy et al. (2013) Transcriptomic profiles of high and low antibody responders to smallpox vaccine. Genes Immun. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23594957' target='_blank'>23594957</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_24"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_19155521"	"García-Piñeres et al. (2009) Gene expression patterns induced by HPV-16 L1 virus-like particles in leukocytes from vaccine recipients. J. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19155521' target='_blank'>19155521</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_25"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_21645573"	"van den Biggelaar et al. (2011) Pneumococcal conjugate vaccination at birth in a high-risk setting: no evidence for neonatal T-cell tolerance. Vaccine PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573' target='_blank'>21645573</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_27"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_23759749"	"Richert et al. (2013) Cytokine and gene transcription profiles of immune responses elicited by HIV lipopeptide vaccine in HIV-negative volunteers. AIDS PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=23759749' target='_blank'>23759749</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_28"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_24912498"	"Matsumiya et al. (2014) Inflammatory and myeloid-associated gene expression before and one day after infant vaccination with MVA85A correlates with induction of a T cell response. BMC Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24912498' target='_blank'>24912498</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_29"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_27529750"	"Haralambieva et al. (2016) Whole Transcriptome Profiling Identifies CD93 and Other Plasma Cell Survival Factor Genes Associated with Measles-Specific Antibody Response after Vaccination. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750' target='_blank'>27529750</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_30"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_26742691"	"Fourati et al. (2016) Pre-vaccination inflammation and B-cell signalling predict age-related hyporesponse to hepatitis B vaccination. Nat Commun PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=26742691' target='_blank'>26742691</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_32"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_25535378"	"Wang et al. (2015) B-cell repertoire responses to varicella-zoster vaccination in human identical twins. Proc. Natl. Acad. Sci. U.S.A. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=25535378' target='_blank'>25535378</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_34"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1>, <exposure_material_2> and/or <exposure_material_3>"	""	"hipc_gene_dir_21743478"	"Nakaya et al. (2011) Systems biology of vaccination for seasonal influenza in humans. Nat. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478' target='_blank'>21743478</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_36"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material_1> and/or <exposure_material_2> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_gene_dir_24495909"	"Cao et al. (2014) Differences in antibody responses between trivalent inactivated influenza vaccine and live attenuated influenza vaccine correlate with the kinetics and magnitude of interferon signaling in children. J. Infect. Dis. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=24495909' target='_blank'>24495909</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_37"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_gene_dir_25596819"	"Thakar et al. (2015) Aging-dependent alterations in gene expression and a mitochondrial signature of responsiveness to human influenza vaccination. Aging (Albany NY) PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819' target='_blank'>25596819</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_38"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_gene_dir_25706537"	"Hoek et al. (2015) A cell-based systems biology assessment of human blood to monitor immune responses after influenza vaccination. PLoS ONE PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537' target='_blank'>25706537</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_40"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_27030598"	"Qi et al. (2016) Diversification of the antigen-specific T cell receptor repertoire after varicella zoster vaccination. Sci Transl Med PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=27030598' target='_blank'>27030598</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_42"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_gene_dir_30843873"	"Gonçalves et al. (2019) Innate gene signature distinguishes humoral versus cytotoxic responses to influenza vaccination. J. Clin. Invest. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30843873' target='_blank'>30843873</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_43"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_28498840"	"Osman et al. (2017) A third generation vaccine for human visceral leishmaniasis and post kala azar dermal leishmaniasis: First-in-human trial of ChAd63-KH. PLoS Negl Trop Dis PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=28498840' target='_blank'>28498840</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_44"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_19029902"	"Querec et al. (2009) Systems biology approach predicts immunogenicity of the yellow fever vaccine in humans. Nat. Immunol. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=19029902' target='_blank'>19029902</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_45"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen>"	""	"hipc_gene_dir_29868000"	"Weinberger et al. (2018) Impaired Immune Response to Primary but Not to Booster Vaccination Against Hepatitis B in Older Adults. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=29868000' target='_blank'>29868000</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_46"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1> and/or <target_pathogen_2>"	""	"hipc_gene_dir_30573748"	"Skibinski et al. (2018) Induction of Human T-cell and Cytokine Responses Following Vaccination with a Novel Influenza Vaccine. Sci Rep PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30573748' target='_blank'>30573748</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_47"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material>"	""	"hipc_gene_dir_30457979"	"Neu et al. (2019) Spec-seq unveils transcriptional subpopulations of antibody-secreting cells following influenza vaccination. J. Clin. Invest. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30457979' target='_blank'>30457979</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
1	"hipc_gene_dir_48"	"In <tissue_type>, <response_component> <response_component_type> was significantly <response_behavior>-regulated in subgroup <subgroup> of cohort <cohort> for the comparison <comparison> after exposure to <exposure_material> targeting <target_pathogen_1>, <target_pathogen_2> and/or <target_pathogen_3>"	""	"hipc_gene_dir_30873150"	"Voigt et al. (2019) Sex Differences in Older Adults' Immune Responses to Seasonal Influenza Vaccination. Front Immunol PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=30873150' target='_blank'>30873150</a>"	"Gene expression response to vaccine exposure (up or down)"	"false"	0	"HIPC-II Signatures Project"	"HIPC-II Sigs: Steven H. Kleinstein, Ph.D."
