""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"TLR8"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"TLR8"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"TLR1"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"TLR1"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"NOD2"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"NOD2"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"TLR6"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"TLR6"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"TLR2"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"TLR2"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IRF9"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"IRF9"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"MYD88"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"MYD88"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"HLA-DRB1"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"HLA-DRB1"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"CD40"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"CD40"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"HLA-DRB5"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"HLA-DRB5"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"TLR7"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"TLR7"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"TLR4"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"TLR4"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"HLA-DRB4"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"HLA-DRB4"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"HLA-DRA"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"HLA-DRA"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"HLA-DRB3"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"HLA-DRB3"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IRF2"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"IRF2"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"CD86"	"gene expression"	"up"	"none"	"1"	"Day"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"1d-0d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Suppl Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"1"	"52"	"CD86"	"hipc_gene_dir_26726811_52.txt"	"hipc_gene_dir_complete_26726811_52.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"TRIM22"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"TRIM22"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFI30"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFI30"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFI44"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFI44"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFITM2"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFITM2"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"GBP4"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"GBP4"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"GBP5"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"GBP5"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"GBP1"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"GBP1"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"GBP2"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"GBP2"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFI27"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFI27"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFI35"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFI35"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFIT2"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFIT2"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFIT1"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFIT1"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFIT3"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFIT3"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"MX1"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"MX1"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"MX2"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"MX2"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"OAS1"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"OAS1"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"OAS2"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"OAS2"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"OAS3"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"OAS3"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"PSMB8"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"PSMB8"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
""	"hipc_gene_dir_26726811"	"2016.02"	"hipc_gene_dir_6"	"peripheral blood mononuclear cell"	"IFITM1"	"gene expression"	"down"	"none"	"7"	"Days"	"influenza A virus (A/California/7/2009(H1N1))"	"2010"	"Pandemrix"	"VO_0000410"	""	"7d-1d"	"time of vaccination (first dose)"	"adults (18-64)"	"26726811"	"2016"	"Fig 2e"	""	"https://www.ncbi.nlm.nih.gov/pubmed/26726811"	"adults, seniors"	"18"	"64"	"years"	"2"	"53"	"IFITM1"	"hipc_gene_dir_26726811_53.txt"	"hipc_gene_dir_complete_26726811_53.txt"
