""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"CD33"	"gene expression"	"down"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"1"	"194"	"CD33"	"hipc_gene_dir_27529750_194.txt"	"hipc_gene_dir_complete_27529750_194.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"HTR7"	"gene expression"	"down"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"1"	"194"	"HTR7"	"hipc_gene_dir_27529750_194.txt"	"hipc_gene_dir_complete_27529750_194.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"SIGLEC15"	"gene expression"	"down"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"1"	"194"	"SIGLEC15"	"hipc_gene_dir_27529750_194.txt"	"hipc_gene_dir_complete_27529750_194.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"ADGRA2"	"gene expression"	"down"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"1"	"194"	"GPR124"	"hipc_gene_dir_27529750_194.txt"	"hipc_gene_dir_complete_27529750_194.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"LAMB3"	"gene expression"	"down"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"1"	"194"	"LAMB3"	"hipc_gene_dir_27529750_194.txt"	"hipc_gene_dir_complete_27529750_194.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"G0S2"	"gene expression"	"down"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"1"	"194"	"G0S2"	"hipc_gene_dir_27529750_194.txt"	"hipc_gene_dir_complete_27529750_194.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"SGCD"	"gene expression"	"down"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"1"	"194"	"SGCD"	"hipc_gene_dir_27529750_194.txt"	"hipc_gene_dir_complete_27529750_194.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"BCL2A1"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"BCL2A1"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"TRPA1"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"TRPA1"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"NAMPT"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"NAMPT"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"MET"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"MET"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"OR52N4"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"OR52N4"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"IL6"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"RFX8"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"RFX8"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"CHST7"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"CHST7"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"ITGB8"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"ITGB8"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"CYP1A1"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"CYP1A1"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"LIF"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"LIF"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"AK4"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"AK4"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"MSC"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"MSC"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"IL36RN"	"gene expression"	"up"	"low antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"2"	"195"	"IL36RN"	"hipc_gene_dir_27529750_195.txt"	"hipc_gene_dir_complete_27529750_195.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"CCL24"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"CCL24"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"CD33"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"CD33"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"PID1"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"PID1"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"VNN1"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"VNN1"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"HTR7"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"HTR7"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"FPR2"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"FPR2"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"CD93"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"CD93"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"VEGFA"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"VEGFA"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"SGCD"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"SGCD"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"CYP3A5"	"gene expression"	"down"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"3"	"196"	"CYP3A5"	"hipc_gene_dir_27529750_196.txt"	"hipc_gene_dir_complete_27529750_196.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"CHST7"	"gene expression"	"up"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"4"	"197"	"CHST7"	"hipc_gene_dir_27529750_197.txt"	"hipc_gene_dir_complete_27529750_197.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"MSC"	"gene expression"	"up"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"4"	"197"	"MSC"	"hipc_gene_dir_27529750_197.txt"	"hipc_gene_dir_complete_27529750_197.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"IL36RN"	"gene expression"	"up"	"high antibody responders to treatment"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"4"	"197"	"IL36RN"	"hipc_gene_dir_27529750_197.txt"	"hipc_gene_dir_complete_27529750_197.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"VSIG4"	"gene expression"	"down"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"5"	"198"	"VSIG4"	"hipc_gene_dir_27529750_198.txt"	"hipc_gene_dir_complete_27529750_198.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"GGTA1P"	"gene expression"	"down"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"5"	"198"	"GGTA1P"	"hipc_gene_dir_27529750_198.txt"	"hipc_gene_dir_complete_27529750_198.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"TREM2"	"gene expression"	"down"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"5"	"198"	"TREM2"	"hipc_gene_dir_27529750_198.txt"	"hipc_gene_dir_complete_27529750_198.txt"
""	"hipc_gene_dir_27529750"	"2016.08"	"hipc_gene_dir_29"	"peripheral blood mononuclear cell"	"SELENOP"	"gene expression"	"down"	"none"	"7"	"Years"	"measles virus strain Edmonston"	""	"M-M-R II"	"VO_0000069"	""	"vaccinated vs unvaccinated"	"time of vaccination (first dose)"	"young adults (11-22)"	"27529750"	"2016"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27529750"	"children, adults"	"11"	"22"	"years"	"5"	"198"	"SEPP1"	"hipc_gene_dir_27529750_198.txt"	"hipc_gene_dir_complete_27529750_198.txt"
