""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"NKX1-1"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"1"	"481"	"NKX1-1"	"hipc_gene_dir_28853442_481.txt"	"hipc_gene_dir_complete_28853442_481.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"LINC00260"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"1"	"481"	"LINC00260"	"hipc_gene_dir_28853442_481.txt"	"hipc_gene_dir_complete_28853442_481.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"EEF1A1P9"	"gene expression"	"down"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"1"	"481"	"EEF1AL7"	"hipc_gene_dir_28853442_481.txt"	"hipc_gene_dir_complete_28853442_481.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MATK"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"MATK"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"NDP"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"NDP"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"SIX5"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"SIX5"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"SMPD1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"SMPD1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"RHBDF1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"RHBDF1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TOP3A"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"TOP3A"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"DHCR24"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"DHCR24"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"FHL3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"FHL3"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"HUS1B"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"HUS1B"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ZNF264"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"ZNF264"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"GNG11"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"GNG11"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CES1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"CES1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MED24"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"MED24"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TNFRSF8"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"TNFRSF8"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"RSPH3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"RSPH3"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"GMEB1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"GMEB1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"EEF1A2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"EEF1A2"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"CLIP2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"CLIP2"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"SAMD1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"SAMD1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"MITF"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"MITF"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"RASA2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"RASA2"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PTGFRN"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"PTGFRN"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PPP1R16A"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"PPP1R16A"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ATP6V0A1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"ATP6V0A1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TBC1D24"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"TBC1D24"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"OPA3"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"OPA3"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TGFBRAP1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"TGFBRAP1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TBC1D22A"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"TBC1D22A"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PDGFB"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"PDGFB"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"TJP2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"TJP2"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ACTN1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"ACTN1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"ZNF768"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"ZNF768"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"INSIG1"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"INSIG1"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"NOC4L"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"NOC4L"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"PTGES2"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"PTGES2"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
""	"hipc_gene_dir_28853442"	"2018.03"	"hipc_gene_dir_62"	"CD4-positive, alpha-beta memory T cell"	"SLC2A6"	"gene expression"	"up"	"none"	"7"	"days"	"mycobacterium tuberculosis"	""	"BCG vaccine"	"VO_0000771"	""	"7d-0d"	"time of vaccination (first dose)"	"adults (18-45)"	"28853442"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5832504/"	"adults"	"18"	"45"	"years"	"2"	"482"	"SLC2A6"	"hipc_gene_dir_28853442_482.txt"	"hipc_gene_dir_complete_28853442_482.txt"
