""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"CD24"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"CD24"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"LEPR"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"LEPR"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"GZMK"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"GZMK"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"PRG3"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"PRG3"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"KLRC1"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"KLRC1"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"GPR15"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"GPR15"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"RTKN2"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"RTKN2"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"TRIM23"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"TRIM23"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"SLAMF6"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"SLAMF6"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"FCRL1"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"FCRL1"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"TNFRSF17"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"TNFRSF17"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"TRIM35"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"TRIM35"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"OAS2"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"OAS2"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"SAMHD1"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"SAMHD1"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"TPD52"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"TPD52"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"CD160"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"CD160"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"SMPD1"	"gene expression"	"down"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"1"	"391"	"ASM"	"hipc_gene_dir_30566602_391.txt"	"hipc_gene_dir_complete_30566602_391.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"FBXO6"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"FBXO6"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"MNDA"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"MNDA"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"ADAM9"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"ADAM9"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"GCA"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"GCA"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"TDRD6"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"TDRD6"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"PLA2G7"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"PLA2G7"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"ZNF702P"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"ZNF702P"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"TFEC"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"TFEC"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"APOL2"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"APOL2"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"DDO"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"DDO"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"MPEG1"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"MPEG1"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"C2"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"C2"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"ANKRD34B"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"ANKRD34B"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"FCGR1B"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"FCGR1B"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
""	"hipc_gene_dir_30566602"	"2019.05"	"hipc_gene_dir_50"	"peripheral blood mononuclear cell"	"SLC22A16"	"gene expression"	"up"	"none"	"1"	"day"	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO_0004903"	""	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination (first dose)"	"adults (19-39)"	"30566602"	"2019"	""	""	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"adults"	"19"	"39"	"years"	"2"	"392"	"SLC22A16"	"hipc_gene_dir_30566602_392.txt"	"hipc_gene_dir_complete_30566602_392.txt"
