""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"LAMP3"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"LAMP3"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"IFI44"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFI44"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"HERC5"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"HERC5"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"MX1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"MX1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"OAS3"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"OAS3"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"OASL"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"OASL"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"OAS1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"OAS1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"IFIT3"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFIT3"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"EPSTI1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"EPSTI1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"IFI6"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFI6"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"IFIT2"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFIT2"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"SERPING1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"SERPING1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"OAS2"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"OAS2"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"DDX58"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"DDX58"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"PNPT1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"PNPT1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"USP18"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"USP18"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"IFIH1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFIH1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"LAP3"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"LAP3"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"XAF1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"XAF1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"SAMD9L"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"SAMD9L"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"PLSCR1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"PLSCR1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"LY6E"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"LY6E"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"SIGLEC1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"SIGLEC1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"ZBP1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"ZBP1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"TNFAIP6"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"TNFAIP6"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"IFI35"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IFI35"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"CXCL10"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"CXCL10"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"PARP14"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"PARP14"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"IRF7"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IRF7"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"RTP4"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"RTP4"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"EIF2AK2"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"EIF2AK2"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"MT2A"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"MT2A"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"SPATS2L"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"SPATS2L"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"ETV7"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"ETV7"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"PARP12"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"PARP12"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"DDX60"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"DDX60"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"GBP1"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"GBP1"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"GBP4"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"GBP4"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
""	"hipc_gene_dir_27870591"	"2017.01"	"hipc_gene_dir_16"	"blood"	"IL1RN"	"gene expression"	"up"	"none"	"2"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"vaccinated vs control"	"time of vaccination (first dose)"	"adults (23-48)"	"27870591"	"2017"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=27870591"	"adults"	"23"	"48"	"years"	"1"	"99"	"IL1RN"	"hipc_gene_dir_27870591_99.txt"	"hipc_gene_dir_complete_27870591_99.txt"
