""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"OAS2"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"OAS2"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"OAS3"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"OAS3"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNB1"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNB1"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IL6"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IL6"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFIH1"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFIH1"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IRF7"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IRF7"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"DDX58"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"DDX58"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"TLR3"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"TLR3"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"EIF2AK2"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"EIF2AK2"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"TNF"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"TNF"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA5"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA5"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNG"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA8"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA8"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA4"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA4"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA10"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA10"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA16"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA16"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA1"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA1"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA14"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA14"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA17"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA17"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA7"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA7"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA2"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA2"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFNA21"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFNA21"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"STAT1"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"STAT1"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IL15"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IL15"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"CCL3"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"CCL3"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"CCL7"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"CCL7"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"CXCL11"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"CXCL11"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"IFIT2"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"IFIT2"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"NEXN"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"NEXN"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"TNFSF10"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"TNFSF10"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"SAMD9L"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"SAMD9L"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"XAF1"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"XAF1"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"CD38"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"CD38"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"HSH2D"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"HSH2D"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"ENPP2"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"ENPP2"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"LAMP3"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"LAMP3"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
""	"hipc_gene_dir_22617845"	"2012.08"	"hipc_gene_dir_17"	"peripheral blood mononuclear cell"	"SLAMF7"	"gene expression"	"up"	"none"	"1"	"Days"	"venezuelan equine encephalitis virus (strain TC-83)"	""	"Live attenuated vaccine TC-83"	"VO_0004105"	""	"treated vs before treatment"	"time of vaccination (first dose)"	"adults (18-45)"	"22617845"	"2012"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=22617845"	"adults"	"18"	"45"	"years"	"4"	"108"	"SLAMF7"	"hipc_gene_dir_22617845_108.txt"	"hipc_gene_dir_complete_22617845_108.txt"
