""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CXCL9"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CXCL9"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"EXO1"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"EXO1"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"FGL2"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"FGL2"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"GBP4"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"GBP4"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"GBP5"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"GBP5"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"GBP6"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"GBP6"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"GZMA"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"GZMA"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"GZMB"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"GZMB"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"HTR1A"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"HTR1A"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IFNG"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IFNG"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL12RB2"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL12RB2"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL13"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL13"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL17F"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL17F"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL17RB"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL17RB"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL18R1"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL18R1"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL2RA"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL2RA"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL3"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL3"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL5"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL5"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"IL9"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"IL9"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"LIF"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"LIF"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"LTA"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"LTA"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"OSM"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"OSM"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"SERPING1"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"SERPING1"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"TNFSF4"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"TNFSF4"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"ANLN"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"ANLN"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"ASPM"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"ASPM"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"AURKB"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"AURKB"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"BIRC5"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"BIRC5"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"BUB1"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"BUB1"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"BUB1B"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"BUB1B"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"KNL1"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CASC5"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CCNA2"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CCNA2"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CCNB1"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CCNB1"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CCNB2"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CCNB2"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CDC20"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CDC20"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CDC25A"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CDC25A"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CDCA2"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CDCA2"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CENPE"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CENPE"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
""	"hipc_gene_dir_21645573"	"2011.07"	"hipc_gene_dir_25"	"peripheral blood mononuclear cell"	"CENPF"	"gene expression"	"up"	"none"	"9"	"Months"	"streptococcus pneumoniae"	""	"Prevnar (USA)"	"VO_0000090"	""	"stimulated vs unstimulated"	"time of vaccination (first dose)"	"infants (9m)"	"21645573"	"2011"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21645573"	"infants"	"9"	"9"	"months"	"1"	"160"	"CENPF"	"hipc_gene_dir_21645573_160.txt"	"hipc_gene_dir_complete_21645573_160.txt"
