""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"target_pathogen"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_component_original"	"signature_file"	"complete_signature_file"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"BBC3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"BBC3"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"ZSCAN12"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AB007886"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"UBE2N"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"D83004"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"PSMD3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"D67025"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"UPK1A"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AF085807"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"S1PR1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"M31210"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"MAGI1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AB010894"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"PFN1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"J03191"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"PIGL"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AB017165"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"SRSF8"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AF031166"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"PLK4"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"Y13115"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"EPM2AIP1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AB018309"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"GIGYF2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AB014542"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"NPY6R"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"D86519"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"RNASE1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"S79281"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"MATN3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AJ224741"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"ZNF710-AS1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"ZNF710-AS1"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"DARS"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"J05032"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"ABCG1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"X91249"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"TST"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"D87292"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"SPRR2A"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"SPRR2A"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"PROCR"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"L35545"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"ITGB1BP1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AF012024"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"COL8A1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"X57527"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"SPIN2A"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"Y09858"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"UBE2V2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AF049140"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"UNC119"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"U40998"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"SLC11A2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AB004857"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"BCAS2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AB020623"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"EEA1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"L40157"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"MAGEC1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"AF056334"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"SMARCD2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"U66618"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"SLC19A1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"U17566"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"F2R"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"M62424"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"GATA3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"X58072"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"PLS3"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"M22299"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"ASCL1"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"L08424"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"CKMT2"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"J05401"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
""	"hipc_gene_dir_16571413"	"2005.11"	"hipc_gene_dir_58"	"peripheral blood mononuclear cell"	"CIITA"	"gene expression"	"up"	"none"	"7 or 14"	"days"	"measles morbillivirus"	""	"Attenuvax"	"VO_0000007"	""	"7d or 14d vs 0d"	"time of vaccination (first dose)"	"adults (15-25)"	"16571413"	"2005"	""	""	"https://www.sciencedirect.com/science/article/pii/S0198885905004246?via%3Dihub"	"children, adults"	"15"	"25"	"years"	"1"	"446"	"U18259"	"hipc_gene_dir_16571413_446.txt"	"hipc_gene_dir_complete_16571413_446.txt"
